source_image_id,source_name,v4_split,v4_image_id_or_filename,v4_coco_image_id,mapping_method,mapping_confidence,is_augmented,candidates,selected_mae,rejected_mae,notes
619mdz3TlcOedTGFv0za,photo-1591732706572-c023823375f8.jpg,valid,photo-1591732706572-c023823375f8_jpg.rf.c2620405db1f2296c40fbd9d8f57acf5.jpg,43,exact_name,high,false,1,1.5874,,single export record; matches the deterministic re-render
62UoaBv0beM5cBLCubmT,photo-1586528116311-ad8dd3c8310d.jpg,train,photo-1586528116311-ad8dd3c8310d_jpg.rf.fe7f852a08329d339b2c2c54bc915385.jpg,482,exact_name,high,false,2,6.3454,60.0505,pristine 6.35 vs augmented 60.05
66p9gzaQFGcmQA2v40Of,px_0121_15483292.jpg,train,px_0121_15483292_jpg.rf.9cf41d92dd44d81eebf53ecd31cdf0db.jpg,487,exact_name,high,false,2,2.6164,78.4447,pristine 2.62 vs augmented 78.44
6B8gSWbJYQFfVadXSWxT,photo-1640238489672-1a66c75709dc.jpg,train,photo-1640238489672-1a66c75709dc_jpg.rf.58e6340ff473196e85d04722fd81bdbe.jpg,530,exact_name,high,false,2,1.7312,69.6672,pristine 1.73 vs augmented 69.67
6R3F7WoZUjSohZEFSgXr,photo-1759405185723-02e6c84c9772.jpg,train,photo-1759405185723-02e6c84c9772_jpg.rf.ad788b17d928bd883ca323240796fee8.jpg,524,exact_name,high,false,2,2.0252,59.3833,pristine 2.03 vs augmented 59.38
6ZHpQueANukCh7UeL4s5,photo-1642325167576-8914f5f8ff77.jpg,valid,photo-1642325167576-8914f5f8ff77_jpg.rf.c31eb50949b5f3493a4f481479e8837c.jpg,24,exact_name,high,false,1,2.2887,,single export record; matches the deterministic re-render
6fMvy2k97BSY0a3P9Fbg,photo-1622675363311-3e1904dc1885.jpg,valid,photo-1622675363311-3e1904dc1885_jpg.rf.06e9d60379b46f0373843c26afec919e.jpg,35,exact_name,high,false,1,2.4063,,single export record; matches the deterministic re-render
6hEWEvuUeZhYU514UX1O,photo-1762709314136-94277d4b7dd2.jpg,train,photo-1762709314136-94277d4b7dd2_jpg.rf.17d40409abf595bea94c4d9af889d67b.jpg,568,exact_name,high,false,2,2.3803,41.1938,pristine 2.38 vs augmented 41.19
6hpR44qukoBLy0iFwzip,un_0158_HybkhmK6SsU.jpg,train,un_0158_HybkhmK6SsU_jpg.rf.b5a2e585852fceda9e3dd26635f72118.jpg,563,exact_name,high,false,2,1.6611,74.2386,pristine 1.66 vs augmented 74.24
6lWV6Qw0w487DgkyyVX9,px_0110_14189337.jpg,train,px_0110_14189337_jpg.rf.8bcf1370e31807082ca95f84a4e4af62.jpg,605,exact_name,high,false,2,2.4832,16.7724,pristine 2.48 vs augmented 16.77
6nPmmdeGSmklKpfLZ04I,tu_un_09089_-9sc_Z20Qos.jpg,valid,tu_un_09089_-9sc_Z20Qos_jpg.rf.77bc9691913140b19d2263a5a67e0722.jpg,22,exact_name,high,false,1,2.3296,,single export record; matches the deterministic re-render
6wbVR0oBIJ7D6xM1XfYh,tu_px_09027_13868583.jpg,valid,tu_px_09027_13868583_jpg.rf.7b75d44ad761e290facaa331d5783bbb.jpg,45,exact_name,high,false,1,2.2948,,single export record; matches the deterministic re-render
6yISFDLTaSrGRErrVKUw,wm_0335_LGBT_construction_helmets.jpg,train,wm_0335_LGBT_construction_helmets_jpg.rf.9c9cc852a6e4625d6880df90e27489a7.jpg,15,exact_name,high,false,2,3.4167,53.9691,pristine 3.42 vs augmented 53.97
6zcUFRrk82e1KtW3sxk6,photo-1776597172706-08d4ef926a56.jpg,train,photo-1776597172706-08d4ef926a56_jpg.rf.f73ed383e34c4192d6344a0ab9752b79.jpg,60,exact_name,high,false,2,1.8699,54.7547,pristine 1.87 vs augmented 54.75
70XMYeBZO8t3mAXtu9ke,premium_photo-1663040345603-fe0968d5d514.jpg,train,premium_photo-1663040345603-fe0968d5d514_jpg.rf.211f75fcc0e412e1204991eef15ab3d0.jpg,8,exact_name,high,false,2,2.6923,94.4649,pristine 2.69 vs augmented 94.46
77sSza06NSDiTCn9F0sb,premium_photo-1661665262793-bd82617f245a.jpg,train,premium_photo-1661665262793-bd82617f245a_jpg.rf.ef32a2b9cf1b168229de9db234617d1e.jpg,603,exact_name,high,false,2,1.9986,39.7083,pristine 2.00 vs augmented 39.71
7Qa4QokXVymOY6hvk9CF,px_0101_8487407.jpg,valid,px_0101_8487407_jpg.rf.262999cfc1ac9f4237f23248e3ea64ab.jpg,4,exact_name,high,false,1,2.0394,,single export record; matches the deterministic re-render
7VMQ21x6vDuAvoY6Ku2F,photo-1544993570-9335fcf50279.jpg,train,photo-1544993570-9335fcf50279_jpg.rf.b55879086e50e74caf1201cd32cf20ae.jpg,581,exact_name,high,false,2,1.4073,52.1279,pristine 1.41 vs augmented 52.13
7ZBa5LYXLSg2gd59x0Nl,photo-1526924108427-294aaa2df1b2.jpg,train,photo-1526924108427-294aaa2df1b2_jpg.rf.20e8443541db3843e10c8ba4d136e899.jpg,604,exact_name,high,false,2,2.4083,33.9301,pristine 2.41 vs augmented 33.93
7aLiOz0V7KPglydbD5H7,premium_photo-1681691912442-68c4179c530c.jpg,valid,premium_photo-1681691912442-68c4179c530c_jpg.rf.cfac33c050a8e13fe7a798b118ca9d37.jpg,8,exact_name,high,false,1,6.2782,,single export record; matches the deterministic re-render
7fuygdEv6dS4UyQgImYj,photo-1586528116022-aeda1613c63d.jpg,test,photo-1586528116022-aeda1613c63d_jpg.rf.7925e82cb6a9381a14fee9c6c1828919.jpg,7,exact_name,high,false,1,4.1113,,single export record; matches the deterministic re-render
84V2JE8FINqroFaJRHRL,photo-1607134542077-a12b0c8e1b94.jpg,train,photo-1607134542077-a12b0c8e1b94_jpg.rf.5e387b347f71b339bf0d95f3e969b2ff.jpg,58,exact_name,high,false,2,3.9132,76.0499,pristine 3.91 vs augmented 76.05
88HbrJU619doTzltW6lx,premium_photo-1661369539084-27dc45c82f15.jpg,train,premium_photo-1661369539084-27dc45c82f15_jpg.rf.88d881204a51abf67831423b5c5e1497.jpg,608,exact_name,high,false,2,1.8489,78.2458,pristine 1.85 vs augmented 78.25
8ClEJ3kbOB1pz5A9tOlh,tu_px_09125_31858860.jpg,train,tu_px_09125_31858860_jpg.rf.1c56a7fcdf35368eec672326b2e14170.jpg,17,exact_name,high,false,2,2.7012,84.1515,pristine 2.70 vs augmented 84.15
8JoO2wxDSeESnh5SmJpP,photo-1556033773-815b449e2139.jpg,train,photo-1556033773-815b449e2139_jpg.rf.f4bdbeee2bb6f0a0326d8a4820d2550e.jpg,22,exact_name,high,false,2,1.9075,70.6505,pristine 1.91 vs augmented 70.65
8LgvW2srLb751N5SJDxq,px_0017_8487729.jpg,test,px_0017_8487729_jpg.rf.b3842488ae481a650935f29ac30b41a0.jpg,3,exact_name,high,false,1,2.7626,,single export record; matches the deterministic re-render
8NK1Ihm4MCS1gRXK4WzH,photo-1702284971336-2c39a23f94dd.jpg,valid,photo-1702284971336-2c39a23f94dd_jpg.rf.838ad5e01707297bd3bf2d66cddc145b.jpg,5,exact_name,high,false,1,1.9741,,single export record; matches the deterministic re-render
8O2JjSJCb1ylJibwosnA,photo-1580810734868-7ea4e9130c01.jpg,valid,photo-1580810734868-7ea4e9130c01_jpg.rf.58bb4fed57d944276e2b7d04434ba5d3.jpg,6,exact_name,high,false,1,2.0671,,single export record; matches the deterministic re-render
8Ru4Ji0Klp7qaNJNZXqv,photo-1767637421198-82c5612ec5af.jpg,valid,photo-1767637421198-82c5612ec5af_jpg.rf.23e4e0b9c27b0bab14b81ce3698ed1a7.jpg,17,exact_name,high,false,1,3.1458,,single export record; matches the deterministic re-render
8kz63cbCBKbeeiebv7po,photo-1649976390492-324d0c60beed.jpg,train,photo-1649976390492-324d0c60beed_jpg.rf.91529fc2108cc2bce182d326f762564e.jpg,46,exact_name,high,false,2,2.2545,79.3710,pristine 2.25 vs augmented 79.37
9ImTEhfk6VqdMSI01r6x,photo-1743324690186-f73b614bc2c5.jpg,train,photo-1743324690186-f73b614bc2c5_jpg.rf.ca08388c72bf720e2ed361164d588301.jpg,92,exact_name,high,false,2,2.0937,56.0022,pristine 2.09 vs augmented 56.00
9RMi9YBhKa1nLz3ugIma,photo-1593394850229-e9189f069ada.jpg,train,photo-1593394850229-e9189f069ada_jpg.rf.9c0bba6e803fc52e02a99054ea11c598.jpg,55,exact_name,high,false,2,0.8677,16.2432,pristine 0.87 vs augmented 16.24
9T2zKDdtXzGyeq44pjGp,photo-1761839258623-e232e15f7ff3.jpg,valid,photo-1761839258623-e232e15f7ff3_jpg.rf.1f6fd4a0d44ed3c69ebd24b5f5f78738.jpg,12,exact_name,high,false,1,3.9687,,single export record; matches the deterministic re-render
9V8ayqofeUijfaI5tMrr,premium_photo-1681823287444-8637b6c47695.jpg,train,premium_photo-1681823287444-8637b6c47695_jpg.rf.4826d68c7c653aa7be0f3ad42c87f693.jpg,87,exact_name,high,false,2,2.3176,58.4109,pristine 2.32 vs augmented 58.41
9VzteFV9D5SnmZlhQHfL,tu_px_09105_7844013.jpg,train,tu_px_09105_7844013_jpg.rf.1790037ed15ba2a2e04aa9b0448ce50e.jpg,48,exact_name,high,false,2,1.5226,44.7567,pristine 1.52 vs augmented 44.76
9b7VLDWDFhy21Ygmz7ss,photo-1770240080339-872269ce435d.jpg,train,photo-1770240080339-872269ce435d_jpg.rf.4fdd522647b8eec5ad1710fb564283c8.jpg,154,exact_name,high,false,2,0.3400,26.9123,pristine 0.34 vs augmented 26.91
9jEW0aifcZKM5bRlaCWY,pb_0133_2805625.jpg,train,pb_0133_2805625_jpg.rf.f5b8b841376dbff312876881af3df2f6.jpg,138,exact_name,high,false,2,4.5954,79.2391,pristine 4.60 vs augmented 79.24
9koFugzZozUI9YIfWZk0,photo-1503708928676-1cb796a0891e.jpg,train,photo-1503708928676-1cb796a0891e_jpg.rf.9bbbe6e23f2c5b25bf5298727688d396.jpg,152,exact_name,high,false,2,3.6521,51.5413,pristine 3.65 vs augmented 51.54
9uyGbpRuvoK6FWsiIhGx,photo-1605475723782-a93ee7d7e74d.jpg,train,photo-1605475723782-a93ee7d7e74d_jpg.rf.e95d91e9c280c51ae2899b0342105956.jpg,147,exact_name,high,false,2,1.6006,38.3326,pristine 1.60 vs augmented 38.33
9xNY90loilCLVSX84iwp,photo-1646227655718-dd721b681d91.jpg,valid,photo-1646227655718-dd721b681d91_jpg.rf.8160121b950a92779a10cdee772d5fd3.jpg,18,exact_name,high,false,1,1.3989,,single export record; matches the deterministic re-render
A2iSTnVfTHioOl73tkQd,photo-1764243406686-be35e8704b43.jpg,valid,photo-1764243406686-be35e8704b43_jpg.rf.648a3f0e2a607e72ffe7fb5e3731f97a.jpg,10,exact_name,high,false,1,2.8660,,single export record; matches the deterministic re-render
AIAwqRIKtkrSOj8atqNs,px_0033_8961009.jpg,train,px_0033_8961009_jpg.rf.831e57d1bc04ab940072dfae2071bda8.jpg,114,exact_name,high,false,2,2.9506,56.7269,pristine 2.95 vs augmented 56.73
Ai3fqVHdn3cSDpuEaa5l,photo-1776937482510-b794a7d0c267.jpg,train,photo-1776937482510-b794a7d0c267_jpg.rf.7ab17fdaf5273a3e068e8731417982d9.jpg,142,exact_name,high,false,2,1.9162,32.4360,pristine 1.92 vs augmented 32.44
Ais9TUGiL1MJDTRdjVnE,px_0176_12131153.jpg,train,px_0176_12131153_jpg.rf.a75cea0534ac5babd5b384cdce372b94.jpg,269,exact_name,high,false,2,2.7998,75.2220,pristine 2.80 vs augmented 75.22
AvvR6iF4C7rqEdb4F2SB,tu_px_09177_4487382.jpg,train,tu_px_09177_4487382_jpg.rf.8bff2a9f287f4d6124d6c3f4e674144d.jpg,155,exact_name,high,false,2,3.6498,82.5299,pristine 3.65 vs augmented 82.53
B28mQjiO7iQrGNpLEnKa,photo-1621905252472-943afaa20e20.jpg,valid,photo-1621905252472-943afaa20e20_jpg.rf.7c8be94d5f1b2e86c847ac351dde823b.jpg,15,exact_name,high,false,1,1.8293,,single export record; matches the deterministic re-render
B2QiCIntf9RxLHCBKmVy,photo-1633118599122-601a3ebc8699.jpg,train,photo-1633118599122-601a3ebc8699_jpg.rf.483cc820d942654e136ee99c94fe00b0.jpg,221,exact_name,high,false,2,2.5489,51.4756,pristine 2.55 vs augmented 51.48
B2znvjHzOOKJdNuzNnwo,px_0010_34507475.jpg,valid,px_0010_34507475_jpg.rf.0ef039eae6e8440da3eb88174b8a57e9.jpg,11,exact_name,high,false,1,3.0990,,single export record; matches the deterministic re-render
B809pvlQ32XXT2akrDG5,photo-1455165814004-1126a7199f9b.jpg,train,photo-1455165814004-1126a7199f9b_jpg.rf.93524a14e646b6613defeb92f3a4d67f.jpg,178,exact_name,high,false,2,3.2698,70.2383,pristine 3.27 vs augmented 70.24
BFG4pp4pV1WkTUQUDVvc,px_0207_15434100.jpg,valid,px_0207_15434100_jpg.rf.1008e7cf146296916433b880e4146a99.jpg,16,exact_name,high,false,1,2.1246,,single export record; matches the deterministic re-render
BKQc0VOlqhWGIuqGozuK,px_0187_19188877.jpg,valid,px_0187_19188877_jpg.rf.96fdbce5230cce6a0624d46668bdb001.jpg,7,exact_name,high,false,1,1.2229,,single export record; matches the deterministic re-render
BTDhw7BCTG4sfwnaraKa,photo-1556033773-42fa03c00513.jpg,train,photo-1556033773-42fa03c00513_jpg.rf.d361334d51804dff405fc6e14ea71fdd.jpg,197,exact_name,high,false,2,2.0195,49.8050,pristine 2.02 vs augmented 49.80
BZkvs1U3ZhiNDdJ7EitR,px_0174_8488037.jpg,train,px_0174_8488037_jpg.rf.561397dadb664c7634a1ddb8ab1d736f.jpg,159,exact_name,high,false,2,1.9304,59.5968,pristine 1.93 vs augmented 59.60
BgmyvUGHmaKd9YGpEfYd,px_0048_8853538.jpg,test,px_0048_8853538_jpg.rf.8465f780308cc9de714841cfb5165f76.jpg,5,exact_name,high,false,1,1.7616,,single export record; matches the deterministic re-render
BhdMkBrR1P1zUTVq9DaC,un_0019_yOEBsOJwkI4.jpg,train,un_0019_yOEBsOJwkI4_jpg.rf.53c1acac2ff0511825b388a3100808bb.jpg,149,exact_name,high,false,2,2.2940,44.8675,pristine 2.29 vs augmented 44.87
BqslKEg23m8hmDaQGJMo,px_0177_8487796.jpg,train,px_0177_8487796_jpg.rf.3a7ce58631b1d529b9556d333681adb5.jpg,215,exact_name,high,false,2,1.3831,84.7735,pristine 1.38 vs augmented 84.77
BwtdnuFIdhZLIWJuO3BZ,photo-1582489852031-9a1ad48ed893.jpg,train,photo-1582489852031-9a1ad48ed893_jpg.rf.b721c41f2bdb955c8b4269f93db90889.jpg,195,exact_name,high,false,2,2.2360,73.4809,pristine 2.24 vs augmented 73.48
CDbWzCeakwV73xXd2qlq,px_0039_8961018.jpg,train,px_0039_8961018_jpg.rf.cf631d26f6913aba9ec4147c8e0141af.jpg,203,exact_name,high,false,2,1.8312,59.0421,pristine 1.83 vs augmented 59.04
CF4PPPCAZgulnXoSl3hj,photo-1759922378275-32d7ca8bbcca.jpg,train,photo-1759922378275-32d7ca8bbcca_jpg.rf.83ec818414326b3c360c374092951167.jpg,229,exact_name,high,false,2,3.5740,61.0683,pristine 3.57 vs augmented 61.07
CGks86YYT3ldFKEyDmBe,pb_0017_569149.jpg,valid,pb_0017_569149_jpg.rf.2821aa669d99544644bcf9ac5368522d.jpg,13,exact_name,high,false,1,2.0411,,single export record; matches the deterministic re-render
CM5yr8YHsaaoIdidqtnU,un_0096_e4ippDCPHms.jpg,train,un_0096_e4ippDCPHms_jpg.rf.1b06418d0cfb127802d53856f9b7f586.jpg,185,exact_name,high,false,2,1.7775,53.5463,pristine 1.78 vs augmented 53.55
CSJxc0owYRXzhKLvpTQ9,photo-1695978919095-410032e30b1d.jpg,test,photo-1695978919095-410032e30b1d_jpg.rf.34f9fc54584118272a02b053ffdb5576.jpg,10,exact_name,high,false,1,2.6707,,single export record; matches the deterministic re-render
CVIS4alNHovwaIjoYMxe,photo-1772852340517-b11ec88979fc.jpg,train,photo-1772852340517-b11ec88979fc_jpg.rf.5b524f554019af994f08bc5beaee20d2.jpg,250,exact_name,high,false,2,3.6367,84.6726,pristine 3.64 vs augmented 84.67
Cd1T5uyp8ZPWDdHbg0nr,premium_photo-1661508171228-733b3f0d6ba4.jpg,train,premium_photo-1661508171228-733b3f0d6ba4_jpg.rf.69595aa788883b60ac754fda6663e9ae.jpg,212,exact_name,high,false,2,2.1245,54.9790,pristine 2.12 vs augmented 54.98
CoVIro6CIADvOn5LnoQw,photo-1543357644-160b53c087e8.jpg,train,photo-1543357644-160b53c087e8_jpg.rf.f826d3458faa2a54c55b55416f1fec1b.jpg,281,exact_name,high,false,2,2.5548,42.7782,pristine 2.55 vs augmented 42.78
D2TlRBeF3Z3XnwTXgwdf,premium_photo-1681989485750-be670af9518d.jpg,train,premium_photo-1681989485750-be670af9518d_jpg.rf.f1d2951a7c821851ac00f36e0ed6a2f3.jpg,222,exact_name,high,false,2,2.0901,69.4374,pristine 2.09 vs augmented 69.44
DErEbvqFZXpWqvCNQa9N,photo-1758574697253-25a1bad14666.jpg,train,photo-1758574697253-25a1bad14666_jpg.rf.55bdcdf2fd2f8e5d8900be2324eaf5fe.jpg,282,exact_name,high,false,2,1.7973,61.0386,pristine 1.80 vs augmented 61.04
DOt8L8n8BNwvRpo1BFy7,photo-1772852311587-329719989e2b.jpg,train,photo-1772852311587-329719989e2b_jpg.rf.b251aba45617ba705330ae1127be6fd2.jpg,267,exact_name,high,false,2,4.0382,98.7896,pristine 4.04 vs augmented 98.79
DQK6LrJqCXecgKPqH5UV,premium_photo-1682141472928-0aecaa5487fd.jpg,train,premium_photo-1682141472928-0aecaa5487fd_jpg.rf.07c83901d0657ef510e9327481065739.jpg,367,exact_name,high,false,2,1.8937,49.2350,pristine 1.89 vs augmented 49.23
DRtY5eg2m6BkQJHYfMJy,photo-1582489851864-4b4bddaf6a1b.jpg,test,photo-1582489851864-4b4bddaf6a1b_jpg.rf.76dd5b297b98d2df395d0070b9b23742.jpg,2,exact_name,high,false,1,2.0189,,single export record; matches the deterministic re-render
DY7f9eSSIqF3cejIv59H,photo-1542744173-8e7e53415bb0.jpg,train,photo-1542744173-8e7e53415bb0_jpg.rf.f18db5736f9a6b9d4576a03a1f1af7eb.jpg,376,exact_name,high,false,2,2.9749,55.8117,pristine 2.97 vs augmented 55.81
DcP4LlxYQwLImU646IZ7,px_0082_32594486.jpg,train,px_0082_32594486_jpg.rf.7a2a9f809d8868d56bb74ad2b4ebf2a0.jpg,292,exact_name,high,false,2,4.0802,45.1177,pristine 4.08 vs augmented 45.12
Df656VZ1wmrTjmmkqq3j,photo-1508188609340-e8068b599193.jpg,train,photo-1508188609340-e8068b599193_jpg.rf.0179683c8624724c32e2367920e6c596.jpg,314,exact_name,high,false,2,2.4114,42.3955,pristine 2.41 vs augmented 42.40
DiZN18wef1vuHh6pVvtI,photo-1755619063743-d4a662df5219.jpg,train,photo-1755619063743-d4a662df5219_jpg.rf.945778b95a046d0e0f822d88bf11de9f.jpg,347,exact_name,high,false,2,1.4488,78.0229,pristine 1.45 vs augmented 78.02
