image_id,annotation_id,label,geometry_kind,enclosed_bbox,enclosed_mask,area_ratio,relative_image_area,absolute_area_px,container_id,is_v4_addition
0vIelRhK7EUfEcEMkBV0,3,vest_on_body,RLE,0.646739,0.0,0.16085187,0.01511109,25846.0,1,False
0vIelRhK7EUfEcEMkBV0,4,helmet_on_head,RLE,0.0,0.0,1.0,0.02297533,39297.0,,False
0vIelRhK7EUfEcEMkBV0,5,helmet_on_head,RLE,0.052713,0.0,4.99987128,0.02271048,38844.0,6,False
0vIelRhK7EUfEcEMkBV0,6,helmet_on_head,RLE,0.279835,0.0,0.20000515,0.00454221,7769.0,5,False
0vIelRhK7EUfEcEMkBV0,7,person,RLE,0.242804,0.0,2.36105316,0.19519411,333860.0,9,False
0vIelRhK7EUfEcEMkBV0,8,person,RLE,0.189471,0.0,2.37816737,0.19660898,336280.0,9,False
0vIelRhK7EUfEcEMkBV0,9,person,RLE,0.232517,0.0,0.42049185,0.08267247,141403.0,8,False
1BVaqcupKpVSmlh5tncK,3,helmet_loose,RLE,0.0,0.0,1.0,0.32245548,550496.0,,False
1XJO4jpZ1EjuFK7M5WzU,1,helmet_loose,POLYGON,0.0,0.0,1.0,0.40243732,687041.0,,False
1dnS0NtMgQN35Eb4GNTe,6,vest_loose,RLE,0.0,0.0,1.0,0.18318533,312734.0,,False
1dnS0NtMgQN35Eb4GNTe,5,vest_loose,RLE,1.0,0.999767,0.62210991,0.04015874,68559.0,4,False
1dnS0NtMgQN35Eb4GNTe,4,vest_loose,RLE,0.684161,0.621965,1.60743301,0.06455248,110204.0,5,False
1zBF8eW6TRm4IBAb3Kwv,1,person,POLYGON,0.0,0.0,1.0,0.0534838,41589.0,,False
1zBF8eW6TRm4IBAb3Kwv,2,person,POLYGON,0.0,0.0,1.0,0.0290625,22599.0,,False
1zBF8eW6TRm4IBAb3Kwv,3,person,POLYGON,0.0,0.0,1.0,0.01522377,11838.0,,False
1zBF8eW6TRm4IBAb3Kwv,4,person,POLYGON,0.0,0.0,1.0,0.04340535,33752.0,,False
2Qh4yEmcE64JRJXTM10C,1,vest_on_body,POLYGON,0.0,0.0,1.0,0.05911394,45967.0,,False
2Qh4yEmcE64JRJXTM10C,2,person,POLYGON,0.0,0.0,1.0,0.13904707,108123.0,,False
2estUvSXu4usdh4plcAm,5,helmet_loose,POLYGON,0.0,0.0,1.0,0.04737406,80877.0,,False
2estUvSXu4usdh4plcAm,8,helmet_on_head,POLYGON,0.0,0.0,1.0,0.01083177,18492.0,,False
2estUvSXu4usdh4plcAm,9,helmet_on_head,POLYGON,0.0,0.0,1.0,0.0138859,23706.0,,False
2estUvSXu4usdh4plcAm,E,vest_on_body,RLE,0.0,0.0,1.0,0.0258757,44175.0,,False
2estUvSXu4usdh4plcAm,D,vest_on_body,RLE,0.0,0.0,1.0,0.01936563,33061.0,,False
2estUvSXu4usdh4plcAm,C,vest_on_body,RLE,0.0,0.0,1.0,0.05903761,100789.0,,False
2estUvSXu4usdh4plcAm,K,person,RLE,0.378283,0.0,0.89954363,0.06777296,115702.0,H,False
2estUvSXu4usdh4plcAm,J,person,RLE,0.977636,0.0,0.32119755,0.05933575,101298.0,G,False
2estUvSXu4usdh4plcAm,I,person,RLE,0.226866,0.0,0.9442832,0.05602976,95654.0,J,False
2estUvSXu4usdh4plcAm,H,person,RLE,0.31213,0.0,1.11167482,0.07534149,128623.0,K,False
2estUvSXu4usdh4plcAm,G,person,RLE,0.238543,0.0,3.11334873,0.1847329,315376.0,J,False
2qD9FzEoqf4Rsihf6kf7,1,person,POLYGON,0.0,0.0,1.0,0.49744388,560669.0,,False
2qD9FzEoqf4Rsihf6kf7,2,vest_on_body,POLYGON,0.0,0.0,1.0,0.21318605,240282.0,,False
35kJU6sOxBnL8qucfgHx,1,person,POLYGON,0.219805,0.000576,1.40582816,0.1260321,215162.0,3,False
35kJU6sOxBnL8qucfgHx,2,helmet_on_head,POLYGON,0.0,0.0,1.0,0.00427015,7290.0,,False
35kJU6sOxBnL8qucfgHx,3,person,POLYGON,0.440088,0.00081,0.71132449,0.08964972,153050.0,1,False
35kJU6sOxBnL8qucfgHx,4,helmet_on_head,POLYGON,0.0,0.0,1.0,0.00556174,9495.0,,False
3INKyAoeOEbPQKuxINbX,1,vest_on_body,RLE,0.0,0.0,1.0,0.14026535,239461.0,,False
3INKyAoeOEbPQKuxINbX,2,vest_on_body,RLE,0.963636,0.957005,0.65681691,0.00205717,3512.0,5,False
3INKyAoeOEbPQKuxINbX,3,vest_on_body,RLE,0.0,0.0,1.0,0.00485532,8289.0,,False
3INKyAoeOEbPQKuxINbX,4,vest_on_body,RLE,0.145294,0.0,1.59007139,0.00560977,9577.0,6,False
3INKyAoeOEbPQKuxINbX,5,vest_on_body,RLE,0.605876,0.628577,1.52249431,0.00313203,5347.0,2,False
3INKyAoeOEbPQKuxINbX,6,vest_on_body,RLE,0.205956,0.0,0.62890258,0.003528,6023.0,4,False
3INKyAoeOEbPQKuxINbX,7,vest_on_body,RLE,0.0,0.0,1.0,0.00378163,6456.0,,False
3INKyAoeOEbPQKuxINbX,8,person,RLE,0.136364,0.005723,0.70347547,0.00501523,8562.0,L,False
3INKyAoeOEbPQKuxINbX,9,person,RLE,0.173315,0.0,0.41634753,0.00630448,10763.0,P,False
3INKyAoeOEbPQKuxINbX,A,person,RLE,0.03552,0.0,21.52751087,0.24934688,425685.0,J,False
3INKyAoeOEbPQKuxINbX,B,person,RLE,0.206612,0.005771,0.78716841,0.00822165,14036.0,F,False
3INKyAoeOEbPQKuxINbX,C,person,RLE,0.0,0.0,1.0,0.00841846,14372.0,,False
3INKyAoeOEbPQKuxINbX,D,person,RLE,0.233259,0.000139,0.81884596,0.00840382,14347.0,I,False
3INKyAoeOEbPQKuxINbX,E,person,RLE,0.033809,0.0,0.82449131,0.00519799,8874.0,9,False
3INKyAoeOEbPQKuxINbX,F,person,RLE,0.317073,0.0,0.81245728,0.01044459,17831.0,O,False
3INKyAoeOEbPQKuxINbX,G,person,RLE,0.22973,9e-05,0.63694995,0.00653702,11160.0,I,False
3INKyAoeOEbPQKuxINbX,H,person,RLE,0.167924,0.002027,0.75134409,0.00491155,8385.0,G,False
3INKyAoeOEbPQKuxINbX,I,person,RLE,0.190359,0.000114,1.22123092,0.010263,17521.0,D,False
3INKyAoeOEbPQKuxINbX,J,person,RLE,1.0,0.0,0.04645219,0.01158271,19774.0,A,False
3INKyAoeOEbPQKuxINbX,K,person,RLE,0.179928,0.004506,0.52365479,0.00792936,13537.0,P,False
3INKyAoeOEbPQKuxINbX,L,person,RLE,0.617978,0.0,0.02859156,0.00712922,12171.0,A,False
3INKyAoeOEbPQKuxINbX,M,person,RLE,0.185714,0.0,0.05349496,0.0133388,22772.0,A,False
3INKyAoeOEbPQKuxINbX,N,person,RLE,0.244898,0.000607,0.67517201,0.00867971,14818.0,O,False
3INKyAoeOEbPQKuxINbX,O,person,RLE,0.234205,0.0,1.23083394,0.01285555,21947.0,F,False
3INKyAoeOEbPQKuxINbX,P,person,RLE,0.109144,0.00236,1.90965502,0.01514234,25851.0,K,False
3LUOWEww9aCx2Cx4B38y,1,person,POLYGON,0.0,0.0,1.0,0.09491127,73803.0,,False
3wdTWWyA3a9YrQ9EfLc9,1,vest_on_body,RLE,0.0,0.0,1.0,0.3044625,1169136.0,,False
3wdTWWyA3a9YrQ9EfLc9,2,helmet_on_head,RLE,0.0,0.0,1.0,0.0944349,362630.0,,False
3wdTWWyA3a9YrQ9EfLc9,3,person,RLE,0.656904,0.0,0.07249262,0.03397578,130467.0,4,False
3wdTWWyA3a9YrQ9EfLc9,4,person,RLE,0.0593,0.0,13.79450742,0.46867917,1799728.0,3,False
4UEcuYsspsOsSV0XYgSR,2,helmet_loose,RLE,0.0,0.0,1.0,0.37144271,634127.0,,False
4XETInqs70Y4H9ry55k3,1,person,POLYGON,0.0,0.0,1.0,0.02898682,35619.0,,False
4XETInqs70Y4H9ry55k3,2,vest_on_body,POLYGON,0.0,0.0,1.0,0.01034831,12716.0,,False
4ajEucaVD61th8hqHdux,1,person,POLYGON,0.0,0.0,1.0,0.05379758,41833.0,,False
4baqXpqm2eXB2CHZWkM9,1,person,RLE,0.0,0.0,1.0,0.00041413,707.0,,False
4baqXpqm2eXB2CHZWkM9,2,person,RLE,0.0,0.0,1.0,0.01764761,30128.0,,False
4baqXpqm2eXB2CHZWkM9,3,person,RLE,0.004753,0.0,9.50944386,0.0106168,18125.0,4,False
4baqXpqm2eXB2CHZWkM9,4,person,RLE,0.088235,0.0,0.10515862,0.00111645,1906.0,3,False
4baqXpqm2eXB2CHZWkM9,5,person,RLE,0.0,0.0,1.0,0.00457357,7808.0,,False
4ezyg6KhKI36ubNpMX1z,1,vest_on_body,RLE,0.0,0.0,1.0,0.02789421,47621.0,,False
4ezyg6KhKI36ubNpMX1z,2,helmet_on_head,RLE,0.0,0.0,1.0,0.00434396,7416.0,,False
4ezyg6KhKI36ubNpMX1z,3,person,RLE,0.0,0.0,1.0,0.05929417,101227.0,,False
5fj7MBBP6mq9NtLfV51m,1,person,POLYGON,0.0,0.0,1.0,0.22628472,175959.0,,False
5fj7MBBP6mq9NtLfV51m,3,vest_on_body,RLE,0.0,0.0,1.0,0.11483539,89296.0,,False
5p4hDwmBcrn3EI04GmlA,1,person,POLYGON,0.0,0.0,1.0,0.63856252,809378.0,,False
5p4hDwmBcrn3EI04GmlA,2,helmet_on_head,POLYGON,0.0,0.0,1.0,0.17416568,220755.0,,False
5p4hDwmBcrn3EI04GmlA,5,vest_on_body,POLYGON,0.0,0.0,1.0,0.10956607,138875.0,,True
5p4hDwmBcrn3EI04GmlA,6,vest_on_body,POLYGON,0.0,0.0,1.0,0.09669507,122561.0,,True
5tvMIxMJkb5Hp9bD8hBw,1,person,POLYGON,0.0,0.0,1.0,0.3731803,290185.0,,False
5xqkoD8kcbQ7JWIll2KF,1,vest_on_body,RLE,0.0,0.0,1.0,0.00137301,2344.0,,False
5xqkoD8kcbQ7JWIll2KF,2,vest_on_body,RLE,0.0,0.0,1.0,0.0012787,2183.0,,False
5xqkoD8kcbQ7JWIll2KF,3,vest_on_body,RLE,0.0,0.0,1.0,0.00124414,2124.0,,False
5xqkoD8kcbQ7JWIll2KF,4,vest_on_body,RLE,0.0,0.0,1.0,0.00090323,1542.0,,False
5xqkoD8kcbQ7JWIll2KF,5,vest_on_body,RLE,0.0,0.0,1.0,0.00143803,2455.0,,False
5xqkoD8kcbQ7JWIll2KF,6,vest_on_body,RLE,0.0,0.0,1.0,0.000987,1685.0,,False
5xqkoD8kcbQ7JWIll2KF,7,vest_on_body,RLE,0.0,0.0,1.0,0.00119494,2040.0,,False
5xqkoD8kcbQ7JWIll2KF,8,person,RLE,0.0,0.0,1.0,0.0004276,730.0,,False
5xqkoD8kcbQ7JWIll2KF,9,person,RLE,0.0,0.0,1.0,0.0033634,5742.0,,False
5xqkoD8kcbQ7JWIll2KF,A,person,RLE,0.0,0.0,1.0,0.00297563,5080.0,,False
5xqkoD8kcbQ7JWIll2KF,B,person,RLE,0.0,0.0,1.0,0.00368498,6291.0,,False
5xqkoD8kcbQ7JWIll2KF,C,person,RLE,0.0,0.0,1.0,0.00435743,7439.0,,False
5xqkoD8kcbQ7JWIll2KF,D,person,RLE,0.0,0.0,1.0,0.00348875,5956.0,,False
5xqkoD8kcbQ7JWIll2KF,E,person,RLE,0.0,0.0,1.0,0.00336985,5753.0,,False
5xqkoD8kcbQ7JWIll2KF,F,person,RLE,0.0,0.0,1.0,0.00266635,4552.0,,False
5xqkoD8kcbQ7JWIll2KF,M,helmet_on_head,RLE,0.0,0.0,1.0,0.00021497,367.0,,False
5xqkoD8kcbQ7JWIll2KF,L,helmet_on_head,RLE,0.0,0.0,1.0,0.00019096,326.0,,False
5xqkoD8kcbQ7JWIll2KF,K,helmet_on_head,RLE,0.0,0.0,1.0,0.00029229,499.0,,False
5xqkoD8kcbQ7JWIll2KF,J,helmet_on_head,RLE,0.0,0.0,1.0,0.00021731,371.0,,False
5xqkoD8kcbQ7JWIll2KF,I,helmet_on_head,RLE,0.0,0.0,1.0,0.0002261,386.0,,False
5xqkoD8kcbQ7JWIll2KF,H,helmet_on_head,RLE,0.0,0.0,1.0,0.0002753,470.0,,False
5xqkoD8kcbQ7JWIll2KF,O,helmet_on_head,POLYGON,0.0,0.0,1.0,0.00012828,219.0,,False
5z8XJfD2gto4gT3gwPAK,1,vest_on_body,RLE,0.0,0.0,1.0,0.07198932,276439.0,,False
5z8XJfD2gto4gT3gwPAK,2,person,RLE,0.192771,0.0,0.08200524,0.01017318,39065.0,3,False
5z8XJfD2gto4gT3gwPAK,3,person,RLE,0.009083,0.0,12.19434276,0.12405521,476372.0,2,False
5z8XJfD2gto4gT3gwPAK,5,helmet_on_head,RLE,0.0,0.0,1.0,0.01755703,67419.0,,False
619mdz3TlcOedTGFv0za,1,person,POLYGON,0.0,0.0,1.0,0.17565604,299880.0,,False
66p9gzaQFGcmQA2v40Of,1,vest_on_body,POLYGON,0.0,0.0,1.0,0.26905421,303251.0,,False
66p9gzaQFGcmQA2v40Of,3,person,RLE,0.0,0.0,1.0,0.3815917,430092.0,,False
6B8gSWbJYQFfVadXSWxT,2,person,RLE,1.0,0.999956,0.87759249,0.01340909,22892.0,4,False
6B8gSWbJYQFfVadXSWxT,3,person,RLE,0.0,0.0,1.0,0.00415066,7086.0,,False
6B8gSWbJYQFfVadXSWxT,4,person,RLE,0.682171,0.0,0.05443232,0.0152794,26085.0,5,False
6B8gSWbJYQFfVadXSWxT,5,person,RLE,0.169,0.0,18.37143952,0.28070466,479219.0,4,False
6R3F7WoZUjSohZEFSgXr,1,person,POLYGON,0.0,0.0,1.0,0.44544065,1485990.0,,False
6ZHpQueANukCh7UeL4s5,1,vest_on_body,RLE,0.0,0.0,1.0,0.01655975,57204.0,,False
6ZHpQueANukCh7UeL4s5,2,person,RLE,0.211442,0.000255,4.03685124,0.03634148,125538.0,3,False
6ZHpQueANukCh7UeL4s5,3,person,RLE,1.0,0.001029,0.24771782,0.00900243,31098.0,2,False
6fMvy2k97BSY0a3P9Fbg,1,person,RLE,1.0,1.0,0.4690518,0.00125176,2137.0,3,False
6fMvy2k97BSY0a3P9Fbg,2,person,RLE,0.848921,0.0,0.03927719,0.00693123,11833.0,5,False
6fMvy2k97BSY0a3P9Fbg,3,person,RLE,1.0,0.0,0.01500372,0.0026687,4556.0,4,False
6fMvy2k97BSY0a3P9Fbg,4,person,RLE,0.264781,0.0,3.54434251,0.17786903,303658.0,6,False
6fMvy2k97BSY0a3P9Fbg,5,person,RLE,0.201256,0.0,25.4600693,0.17646966,301269.0,2,False
6fMvy2k97BSY0a3P9Fbg,6,person,RLE,1.0,0.0,0.28213978,0.05018393,85674.0,4,False
6fMvy2k97BSY0a3P9Fbg,7,person,RLE,0.945392,0.0,0.10267236,0.01811856,30932.0,5,False
6fMvy2k97BSY0a3P9Fbg,8,person,RLE,0.871951,0.003216,0.05676986,0.01001816,17103.0,5,False
6fMvy2k97BSY0a3P9Fbg,9,person,RLE,1.0,0.0,0.01550099,0.00275715,4707.0,4,False
6fMvy2k97BSY0a3P9Fbg,A,person,RLE,0.46114,0.0,0.18012474,0.03178655,54266.0,5,False
6fMvy2k97BSY0a3P9Fbg,B,person,RLE,1.0,0.990236,0.95208316,0.00659911,11266.0,2,False
6hEWEvuUeZhYU514UX1O,2,person,RLE,0.0,0.0,1.0,0.54534089,2094109.0,,False
6hpR44qukoBLy0iFwzip,2,helmet_loose,POLYGON,0.0,0.0,1.0,0.37208205,289331.0,,False
6lWV6Qw0w487DgkyyVX9,1,vest_on_body,POLYGON,0.0,0.0,1.0,0.12764617,143870.0,,False
6lWV6Qw0w487DgkyyVX9,2,person,POLYGON,0.0,0.0,1.0,0.3146074,354594.0,,False
6lWV6Qw0w487DgkyyVX9,3,helmet_on_head,POLYGON,0.0,0.0,1.0,0.02163517,24385.0,,False
6nPmmdeGSmklKpfLZ04I,1,person,POLYGON,0.0,0.0,1.0,0.07244599,56334.0,,False
6nPmmdeGSmklKpfLZ04I,2,vest_on_body,POLYGON,0.0,0.0,1.0,0.01612011,12535.0,,False
6nPmmdeGSmklKpfLZ04I,3,helmet_on_head,POLYGON,0.0,0.0,1.0,0.00472094,3671.0,,False
6wbVR0oBIJ7D6xM1XfYh,2,person,RLE,0.0,0.0,1.0,0.68181768,1606117.0,,False
6wbVR0oBIJ7D6xM1XfYh,4,vest_on_body,RLE,0.0,0.0,1.0,0.36154378,851667.0,,False
6yISFDLTaSrGRErrVKUw,1,helmet_loose,POLYGON,0.040905,0.0,1.1231418,0.00770616,21306.0,5,False
6yISFDLTaSrGRErrVKUw,2,helmet_loose,POLYGON,0.035847,0.010483,1.0866735,0.00652091,18029.0,L,False
6yISFDLTaSrGRErrVKUw,3,helmet_loose,POLYGON,0.108361,0.006821,1.07403014,0.00556749,15393.0,8,False
6yISFDLTaSrGRErrVKUw,4,helmet_loose,POLYGON,0.01707,0.0,0.90827623,0.00623192,17230.0,5,False
6yISFDLTaSrGRErrVKUw,5,helmet_loose,POLYGON,0.045622,0.0,0.89035952,0.00686126,18970.0,1,False
6yISFDLTaSrGRErrVKUw,6,helmet_loose,POLYGON,0.116061,0.016126,1.07523802,0.00502423,13891.0,7,False
6yISFDLTaSrGRErrVKUw,7,helmet_loose,POLYGON,0.123167,0.017339,0.93002664,0.00467267,12919.0,6,False
6yISFDLTaSrGRErrVKUw,8,helmet_loose,POLYGON,0.115695,0.007326,0.93107257,0.00518374,14332.0,3,False
6yISFDLTaSrGRErrVKUw,9,helmet_loose,POLYGON,0.074864,0.009021,1.02260768,0.00569336,15741.0,3,False
6yISFDLTaSrGRErrVKUw,A,helmet_loose,POLYGON,0.015926,0.0,0.88104181,0.00644784,17827.0,E,False
6yISFDLTaSrGRErrVKUw,B,helmet_loose,POLYGON,0.023121,0.000401,0.88600721,0.00631402,17457.0,G,False
6yISFDLTaSrGRErrVKUw,C,helmet_loose,POLYGON,0.11994,0.0,0.96996672,0.00453234,12531.0,7,False
6yISFDLTaSrGRErrVKUw,D,helmet_loose,POLYGON,0.042508,0.0,1.0022904,0.00601454,16629.0,L,False
6yISFDLTaSrGRErrVKUw,E,helmet_loose,POLYGON,0.013706,0.0,1.13501991,0.00731843,20234.0,A,False
6yISFDLTaSrGRErrVKUw,F,helmet_loose,POLYGON,0.049002,0.0,0.97687366,0.0057751,15967.0,N,False
6yISFDLTaSrGRErrVKUw,G,helmet_loose,POLYGON,0.019998,0.000355,1.12865899,0.00712637,19703.0,B,False
6yISFDLTaSrGRErrVKUw,H,helmet_loose,POLYGON,0.064407,0.0,0.9222238,0.00469184,12972.0,R,False
6yISFDLTaSrGRErrVKUw,I,helmet_loose,POLYGON,0.09375,0.0,0.86763105,0.00403501,11156.0,O,False
6yISFDLTaSrGRErrVKUw,J,helmet_loose,POLYGON,0.074485,0.0,0.99000394,0.00454933,12578.0,V,False
6yISFDLTaSrGRErrVKUw,K,helmet_loose,POLYGON,0.078912,0.0,0.88179452,0.00416594,11518.0,W,False
6yISFDLTaSrGRErrVKUw,L,helmet_loose,POLYGON,0.054173,0.000301,1.04979752,0.0060008,16591.0,T,False
6yISFDLTaSrGRErrVKUw,M,helmet_loose,POLYGON,0.089701,0.00775,1.15115615,0.00583406,16130.0,Q,False
6yISFDLTaSrGRErrVKUw,N,helmet_loose,POLYGON,0.048332,0.0,1.02367383,0.00591182,16345.0,F,False
6yISFDLTaSrGRErrVKUw,O,helmet_loose,POLYGON,0.080866,0.0,1.15256364,0.00465061,12858.0,I,False
6yISFDLTaSrGRErrVKUw,P,helmet_loose,POLYGON,0.099229,0.0,1.10271547,0.00506727,14010.0,V,False
6yISFDLTaSrGRErrVKUw,Q,helmet_loose,POLYGON,0.103905,0.008921,0.86869188,0.005068,14012.0,M,False
6yISFDLTaSrGRErrVKUw,R,helmet_loose,POLYGON,0.060447,0.0,1.08433549,0.00508753,14066.0,H,False
6yISFDLTaSrGRErrVKUw,S,helmet_loose,POLYGON,0.06509,0.00594,0.95874462,0.00548032,15152.0,T,False
6yISFDLTaSrGRErrVKUw,T,helmet_loose,POLYGON,0.066438,0.005695,1.04303062,0.00571615,15804.0,S,False
6yISFDLTaSrGRErrVKUw,U,helmet_loose,POLYGON,0.078586,0.0,1.15354966,0.00465459,12869.0,I,False
6yISFDLTaSrGRErrVKUw,V,helmet_loose,POLYGON,0.10512,0.0,0.90685225,0.00459527,12705.0,P,False
6yISFDLTaSrGRErrVKUw,W,helmet_loose,POLYGON,0.06651,0.0,1.13405105,0.00472439,13062.0,K,False
6zcUFRrk82e1KtW3sxk6,1,person,POLYGON,0.0,0.0,1.0,0.43720625,1678872.0,,False
6zcUFRrk82e1KtW3sxk6,2,helmet_on_head,POLYGON,0.0,0.0,1.0,0.05557344,213402.0,,False
70XMYeBZO8t3mAXtu9ke,1,vest_on_body,RLE,0.0,0.0,1.0,0.03182463,54331.0,,False
70XMYeBZO8t3mAXtu9ke,2,person,RLE,0.0,0.0,1.0,0.12297329,209940.0,,False
70XMYeBZO8t3mAXtu9ke,4,helmet_on_head,RLE,0.0,0.0,1.0,0.01141401,19486.0,,False
77sSza06NSDiTCn9F0sb,2,vest_on_body,POLYGON,0.0,0.0,1.0,0.10290534,175680.0,,False
77sSza06NSDiTCn9F0sb,4,helmet_on_head,POLYGON,0.0,0.0,1.0,0.01783271,30444.0,,False
77sSza06NSDiTCn9F0sb,8,person,RLE,0.453441,0.0,0.60934554,0.10998594,187768.0,6,False
77sSza06NSDiTCn9F0sb,7,person,RLE,0.324825,0.0,1.31659814,0.14480729,247215.0,8,False
77sSza06NSDiTCn9F0sb,6,person,RLE,0.232328,0.0,1.64110498,0.18049848,308147.0,8,False
7Qa4QokXVymOY6hvk9CF,1,person,POLYGON,0.0,0.0,1.0,0.2533144,321076.0,,False
7Qa4QokXVymOY6hvk9CF,2,vest_on_body,POLYGON,0.0,0.0,1.0,0.09910138,125611.0,,False
7VMQ21x6vDuAvoY6Ku2F,1,vest_on_body,RLE,0.0,0.0,1.0,0.17144857,292697.0,,False
7VMQ21x6vDuAvoY6Ku2F,2,person,RLE,0.523465,0.0,2.42208923,0.12541179,214103.0,4,False
7VMQ21x6vDuAvoY6Ku2F,3,person,RLE,0.0,0.0,1.0,0.03416589,58328.0,,False
