source_image_id,annotation_id,label,geometry_kind,action,reason,decision_source,geometry_origin,review_flag,bbox,area
35kJU6sOxBnL8qucfgHx,4,helmet_on_head,POLYGON,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,950.000;44.000;152.000;93.000,9495.000
3INKyAoeOEbPQKuxINbX,1,vest_on_body,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,1072.000;301.000;468.000;642.000,239461.000
3INKyAoeOEbPQKuxINbX,2,vest_on_body,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,481.000;499.000;55.000;107.000,3512.000
3INKyAoeOEbPQKuxINbX,3,vest_on_body,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,908.000;486.000;88.000;119.000,8289.000
3INKyAoeOEbPQKuxINbX,4,vest_on_body,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,391.000;499.000;85.000;140.000,9577.000
3INKyAoeOEbPQKuxINbX,5,vest_on_body,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,462.000;476.000;72.000;130.000,5347.000
3INKyAoeOEbPQKuxINbX,6,vest_on_body,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,337.000;475.000;73.000;115.000,6023.000
3INKyAoeOEbPQKuxINbX,7,vest_on_body,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,0.000;463.000;54.000;150.000,6456.000
3INKyAoeOEbPQKuxINbX,8,person,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,851.000;475.000;66.000;169.000,8562.000
3INKyAoeOEbPQKuxINbX,9,person,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,117.000;454.000;82.000;236.000,10763.000
3INKyAoeOEbPQKuxINbX,A,person,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,942.000;73.000;658.000;994.000,425685.000
3INKyAoeOEbPQKuxINbX,B,person,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,724.000;459.000;87.000;242.000,14036.000
3INKyAoeOEbPQKuxINbX,C,person,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,0.000;448.000;57.000;325.000,14372.000
3INKyAoeOEbPQKuxINbX,D,person,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,328.000;450.000;82.000;275.000,14347.000
3INKyAoeOEbPQKuxINbX,E,person,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,64.000;465.000;55.000;242.000,8874.000
3INKyAoeOEbPQKuxINbX,F,person,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,718.000;651.000;123.000;215.000,17831.000
3INKyAoeOEbPQKuxINbX,G,person,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,461.000;466.000;74.000;243.000,11160.000
3INKyAoeOEbPQKuxINbX,H,person,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,524.000;459.000;63.000;183.000,8385.000
3INKyAoeOEbPQKuxINbX,I,person,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,390.000;462.000;88.000;314.000,17521.000
3INKyAoeOEbPQKuxINbX,J,person,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,1504.000;825.000;96.000;242.000,19774.000
3INKyAoeOEbPQKuxINbX,K,person,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,260.000;443.000;82.000;244.000,13537.000
3INKyAoeOEbPQKuxINbX,L,person,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,908.000;462.000;89.000;244.000,12171.000
3INKyAoeOEbPQKuxINbX,M,person,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,828.000;645.000;140.000;233.000,22772.000
3INKyAoeOEbPQKuxINbX,N,person,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,606.000;447.000;97.000;245.000,14818.000
3INKyAoeOEbPQKuxINbX,O,person,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,604.000;632.000;153.000;234.000,21947.000
3INKyAoeOEbPQKuxINbX,P,person,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,156.000;612.000;152.000;217.000,25851.000
3LUOWEww9aCx2Cx4B38y,1,person,POLYGON,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,35.000;67.000;199.000;651.000,73803.000
3wdTWWyA3a9YrQ9EfLc9,1,vest_on_body,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,127.000;1523.000;1473.000;877.000,1169136.000
3wdTWWyA3a9YrQ9EfLc9,2,helmet_on_head,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,240.000;545.000;786.000;689.000,362630.000
3wdTWWyA3a9YrQ9EfLc9,3,person,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,0.000;1337.000;239.000;1063.000,130467.000
3wdTWWyA3a9YrQ9EfLc9,4,person,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,82.000;546.000;1518.000;1854.000,1799728.000
4UEcuYsspsOsSV0XYgSR,2,helmet_loose,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,107.000;45.000;788.000;987.000,634127.000
4XETInqs70Y4H9ry55k3,1,person,POLYGON,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,594.000;366.000;132.000;432.000,35619.000
4XETInqs70Y4H9ry55k3,2,vest_on_body,POLYGON,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,618.000;429.000;108.000;163.000,12716.000
4ajEucaVD61th8hqHdux,1,person,POLYGON,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,308.000;312.000;147.000;406.000,41833.000
4baqXpqm2eXB2CHZWkM9,1,person,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,167.000;661.000;41.000;23.000,707.000
4baqXpqm2eXB2CHZWkM9,2,person,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,918.000;707.000;250.000;250.000,30128.000
4baqXpqm2eXB2CHZWkM9,3,person,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,459.000;709.000;206.000;239.000,18125.000
4baqXpqm2eXB2CHZWkM9,4,person,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,639.000;679.000;68.000;39.000,1906.000
4baqXpqm2eXB2CHZWkM9,5,person,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,233.000;690.000;107.000;127.000,7808.000
4ezyg6KhKI36ubNpMX1z,1,vest_on_body,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,702.000;342.000;185.000;295.000,47621.000
4ezyg6KhKI36ubNpMX1z,2,helmet_on_head,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,757.000;237.000;100.000;98.000,7416.000
4ezyg6KhKI36ubNpMX1z,3,person,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,702.000;237.000;207.000;711.000,101227.000
