source_image_id,name,width,height,status,action,reason,decision_source,annotation_count,eligible_annotation_count,zero_instance,group_id
1dnS0NtMgQN35Eb4GNTe,photo-1777891733988-540ac2abbd40.jpg,1600,1067,ELIGIBLE,KEEP_IMAGE,IN_DOMAIN_ANNOTATED_SOURCE_IMAGE,PHASE_5A_CANONICAL_SNAPSHOT,3,3,false,singleton-1dnS0NtMgQN35Eb4GNTe
1zBF8eW6TRm4IBAb3Kwv,un_0197_fjYsdQIFPb0.jpg,1080,720,ELIGIBLE,KEEP_IMAGE,IN_DOMAIN_ANNOTATED_SOURCE_IMAGE,PHASE_5A_CANONICAL_SNAPSHOT,4,4,false,singleton-1zBF8eW6TRm4IBAb3Kwv
2Qh4yEmcE64JRJXTM10C,tu_un_09116_8Z3yOkt2Pb4.jpg,1080,720,ELIGIBLE,KEEP_IMAGE,IN_DOMAIN_ANNOTATED_SOURCE_IMAGE,PHASE_5A_CANONICAL_SNAPSHOT,2,2,false,singleton-2Qh4yEmcE64JRJXTM10C
2estUvSXu4usdh4plcAm,premium_photo-1661609600871-9cb2081d68f2.jpg,1600,1067,ELIGIBLE,KEEP_IMAGE,IN_DOMAIN_ANNOTATED_SOURCE_IMAGE,PHASE_5A_CANONICAL_SNAPSHOT,11,11,false,singleton-2estUvSXu4usdh4plcAm
2qD9FzEoqf4Rsihf6kf7,tu_px_09050_9733798.jpg,867,1300,ELIGIBLE,KEEP_IMAGE,IN_DOMAIN_ANNOTATED_SOURCE_IMAGE,PHASE_5A_CANONICAL_SNAPSHOT,2,2,false,singleton-2qD9FzEoqf4Rsihf6kf7
35kJU6sOxBnL8qucfgHx,premium_photo-1725898345872-ee08c29fcd38.jpg,1600,1067,ELIGIBLE,KEEP_IMAGE,IN_DOMAIN_ANNOTATED_SOURCE_IMAGE,PHASE_5A_CANONICAL_SNAPSHOT,4,4,false,singleton-35kJU6sOxBnL8qucfgHx
3INKyAoeOEbPQKuxINbX,photo-1556033773-f4be30dd8eb2.jpg,1600,1067,ELIGIBLE,KEEP_IMAGE,IN_DOMAIN_ANNOTATED_SOURCE_IMAGE,PHASE_5A_CANONICAL_SNAPSHOT,25,25,false,singleton-3INKyAoeOEbPQKuxINbX
3LUOWEww9aCx2Cx4B38y,un_0126_6tAIO3pxde4.jpg,1080,720,ELIGIBLE,KEEP_IMAGE,IN_DOMAIN_ANNOTATED_SOURCE_IMAGE,PHASE_5A_CANONICAL_SNAPSHOT,1,1,false,singleton-3LUOWEww9aCx2Cx4B38y
3wdTWWyA3a9YrQ9EfLc9,photo-1622612023350-b15f063eabe6.jpg,1600,2400,ELIGIBLE,KEEP_IMAGE,IN_DOMAIN_ANNOTATED_SOURCE_IMAGE,PHASE_5A_CANONICAL_SNAPSHOT,4,4,false,singleton-3wdTWWyA3a9YrQ9EfLc9
4UEcuYsspsOsSV0XYgSR,photo-1617118600471-ecc90bdb4db0.jpg,1600,1067,ELIGIBLE,KEEP_IMAGE,IN_DOMAIN_ANNOTATED_SOURCE_IMAGE,PHASE_5A_CANONICAL_SNAPSHOT,1,1,false,manual_dup_001
4XETInqs70Y4H9ry55k3,wm_0044_Špejchar_zastávka_linky_745.jpg,960,1280,ELIGIBLE,KEEP_IMAGE,IN_DOMAIN_ANNOTATED_SOURCE_IMAGE,PHASE_5A_CANONICAL_SNAPSHOT,2,2,false,singleton-4XETInqs70Y4H9ry55k3
4ajEucaVD61th8hqHdux,un_0151_FPwuazVg4O8.jpg,1080,720,ELIGIBLE,KEEP_IMAGE,IN_DOMAIN_ANNOTATED_SOURCE_IMAGE,PHASE_5A_CANONICAL_SNAPSHOT,1,1,false,singleton-4ajEucaVD61th8hqHdux
4baqXpqm2eXB2CHZWkM9,photo-1606857521015-7f9fcf423740.jpg,1600,1067,ELIGIBLE,KEEP_IMAGE,IN_DOMAIN_ANNOTATED_SOURCE_IMAGE,PHASE_5A_CANONICAL_SNAPSHOT,5,5,false,singleton-4baqXpqm2eXB2CHZWkM9
4ezyg6KhKI36ubNpMX1z,photo-1640236889867-2bf2c34f7d8f.jpg,1600,1067,ELIGIBLE,KEEP_IMAGE,IN_DOMAIN_ANNOTATED_SOURCE_IMAGE,PHASE_5A_CANONICAL_SNAPSHOT,3,3,false,singleton-4ezyg6KhKI36ubNpMX1z
5fj7MBBP6mq9NtLfV51m,un_0097_yh7VODxI0B0.jpg,1080,720,ELIGIBLE,KEEP_IMAGE,IN_DOMAIN_ANNOTATED_SOURCE_IMAGE,PHASE_5A_CANONICAL_SNAPSHOT,2,2,false,singleton-5fj7MBBP6mq9NtLfV51m
5p4hDwmBcrn3EI04GmlA,px_0069_8486910.jpg,975,1300,ELIGIBLE,KEEP_IMAGE,IN_DOMAIN_ANNOTATED_SOURCE_IMAGE,PHASE_5A_CANONICAL_SNAPSHOT,4,4,false,singleton-5p4hDwmBcrn3EI04GmlA
5tvMIxMJkb5Hp9bD8hBw,un_0062_MaZONp3WA3g.jpg,1080,720,ELIGIBLE,KEEP_IMAGE,IN_DOMAIN_ANNOTATED_SOURCE_IMAGE,PHASE_5A_CANONICAL_SNAPSHOT,1,1,false,singleton-5tvMIxMJkb5Hp9bD8hBw
5xqkoD8kcbQ7JWIll2KF,photo-1541888967080-c956a48eaad2.jpg,1600,1067,ELIGIBLE,KEEP_IMAGE,IN_DOMAIN_ANNOTATED_SOURCE_IMAGE,PHASE_5A_CANONICAL_SNAPSHOT,22,22,false,singleton-5xqkoD8kcbQ7JWIll2KF
5z8XJfD2gto4gT3gwPAK,photo-1775880303796-9276506c5395.jpg,1600,2400,ELIGIBLE,KEEP_IMAGE,IN_DOMAIN_ANNOTATED_SOURCE_IMAGE,PHASE_5A_CANONICAL_SNAPSHOT,4,4,false,singleton-5z8XJfD2gto4gT3gwPAK
60TqAIaOldetEAmBqqMX,photo-1707553031504-98d859ef2e16.jpg,1600,2387,ELIGIBLE,KEEP_IMAGE,NO_OBVIOUS_MISSING_TARGET_LABEL,PHASE_4B_HUMAN_AUDIT,0,0,true,singleton-60TqAIaOldetEAmBqqMX
619mdz3TlcOedTGFv0za,photo-1591732706572-c023823375f8.jpg,1600,1067,ELIGIBLE,KEEP_IMAGE,IN_DOMAIN_ANNOTATED_SOURCE_IMAGE,PHASE_5A_CANONICAL_SNAPSHOT,1,1,false,singleton-619mdz3TlcOedTGFv0za
62UoaBv0beM5cBLCubmT,photo-1586528116311-ad8dd3c8310d.jpg,1600,1067,ELIGIBLE,KEEP_IMAGE,NO_OBVIOUS_MISSING_TARGET_LABEL,PHASE_4B_HUMAN_AUDIT,0,0,true,singleton-62UoaBv0beM5cBLCubmT
66p9gzaQFGcmQA2v40Of,px_0121_15483292.jpg,867,1300,ELIGIBLE,KEEP_IMAGE,IN_DOMAIN_ANNOTATED_SOURCE_IMAGE,PHASE_5A_CANONICAL_SNAPSHOT,2,2,false,singleton-66p9gzaQFGcmQA2v40Of
6B8gSWbJYQFfVadXSWxT,photo-1640238489672-1a66c75709dc.jpg,1600,1067,ELIGIBLE,KEEP_IMAGE,IN_DOMAIN_ANNOTATED_SOURCE_IMAGE,PHASE_5A_CANONICAL_SNAPSHOT,4,4,false,singleton-6B8gSWbJYQFfVadXSWxT
6R3F7WoZUjSohZEFSgXr,photo-1759405185723-02e6c84c9772.jpg,1600,2085,ELIGIBLE,KEEP_IMAGE,IN_DOMAIN_ANNOTATED_SOURCE_IMAGE,PHASE_5A_CANONICAL_SNAPSHOT,1,1,false,singleton-6R3F7WoZUjSohZEFSgXr
6ZHpQueANukCh7UeL4s5,photo-1642325167576-8914f5f8ff77.jpg,1600,2159,ELIGIBLE,KEEP_IMAGE,IN_DOMAIN_ANNOTATED_SOURCE_IMAGE,PHASE_5A_CANONICAL_SNAPSHOT,3,3,false,singleton-6ZHpQueANukCh7UeL4s5
6fMvy2k97BSY0a3P9Fbg,photo-1622675363311-3e1904dc1885.jpg,1600,1067,ELIGIBLE,KEEP_IMAGE,IN_DOMAIN_ANNOTATED_SOURCE_IMAGE,PHASE_5A_CANONICAL_SNAPSHOT,11,11,false,singleton-6fMvy2k97BSY0a3P9Fbg
6hEWEvuUeZhYU514UX1O,photo-1762709314136-94277d4b7dd2.jpg,1600,2400,ELIGIBLE,KEEP_IMAGE,IN_DOMAIN_ANNOTATED_SOURCE_IMAGE,PHASE_5A_CANONICAL_SNAPSHOT,1,1,false,singleton-6hEWEvuUeZhYU514UX1O
6hpR44qukoBLy0iFwzip,un_0158_HybkhmK6SsU.jpg,1080,720,ELIGIBLE,KEEP_IMAGE,IN_DOMAIN_ANNOTATED_SOURCE_IMAGE,PHASE_5A_CANONICAL_SNAPSHOT,1,1,false,manual_dup_001
6lWV6Qw0w487DgkyyVX9,px_0110_14189337.jpg,867,1300,ELIGIBLE,KEEP_IMAGE,IN_DOMAIN_ANNOTATED_SOURCE_IMAGE,PHASE_5A_CANONICAL_SNAPSHOT,3,3,false,singleton-6lWV6Qw0w487DgkyyVX9
6nPmmdeGSmklKpfLZ04I,tu_un_09089_-9sc_Z20Qos.jpg,1080,720,ELIGIBLE,KEEP_IMAGE,IN_DOMAIN_ANNOTATED_SOURCE_IMAGE,PHASE_5A_CANONICAL_SNAPSHOT,3,3,false,singleton-6nPmmdeGSmklKpfLZ04I
6wbVR0oBIJ7D6xM1XfYh,tu_px_09027_13868583.jpg,1880,1253,ELIGIBLE,KEEP_IMAGE,IN_DOMAIN_ANNOTATED_SOURCE_IMAGE,PHASE_5A_CANONICAL_SNAPSHOT,2,2,false,singleton-6wbVR0oBIJ7D6xM1XfYh
6yISFDLTaSrGRErrVKUw,wm_0335_LGBT_construction_helmets.jpg,1920,1440,ELIGIBLE,KEEP_IMAGE,IN_DOMAIN_ANNOTATED_SOURCE_IMAGE,PHASE_5A_CANONICAL_SNAPSHOT,32,32,false,singleton-6yISFDLTaSrGRErrVKUw
6zcUFRrk82e1KtW3sxk6,photo-1776597172706-08d4ef926a56.jpg,1600,2400,ELIGIBLE,KEEP_IMAGE,IN_DOMAIN_ANNOTATED_SOURCE_IMAGE,PHASE_5A_CANONICAL_SNAPSHOT,2,2,false,singleton-6zcUFRrk82e1KtW3sxk6
70XMYeBZO8t3mAXtu9ke,premium_photo-1663040345603-fe0968d5d514.jpg,1600,1067,ELIGIBLE,KEEP_IMAGE,IN_DOMAIN_ANNOTATED_SOURCE_IMAGE,PHASE_5A_CANONICAL_SNAPSHOT,3,3,false,singleton-70XMYeBZO8t3mAXtu9ke
77sSza06NSDiTCn9F0sb,premium_photo-1661665262793-bd82617f245a.jpg,1600,1067,ELIGIBLE,KEEP_IMAGE,IN_DOMAIN_ANNOTATED_SOURCE_IMAGE,PHASE_5A_CANONICAL_SNAPSHOT,5,5,false,singleton-77sSza06NSDiTCn9F0sb
7Qa4QokXVymOY6hvk9CF,px_0101_8487407.jpg,975,1300,ELIGIBLE,KEEP_IMAGE,IN_DOMAIN_ANNOTATED_SOURCE_IMAGE,PHASE_5A_CANONICAL_SNAPSHOT,2,2,false,singleton-7Qa4QokXVymOY6hvk9CF
7VMQ21x6vDuAvoY6Ku2F,photo-1544993570-9335fcf50279.jpg,1600,1067,ELIGIBLE,KEEP_IMAGE,IN_DOMAIN_ANNOTATED_SOURCE_IMAGE,PHASE_5A_CANONICAL_SNAPSHOT,6,6,false,singleton-7VMQ21x6vDuAvoY6Ku2F
7ZBa5LYXLSg2gd59x0Nl,photo-1526924108427-294aaa2df1b2.jpg,1600,1067,ELIGIBLE,KEEP_IMAGE,NO_OBVIOUS_MISSING_TARGET_LABEL,PHASE_4B_HUMAN_AUDIT,0,0,true,singleton-7ZBa5LYXLSg2gd59x0Nl
7aLiOz0V7KPglydbD5H7,premium_photo-1681691912442-68c4179c530c.jpg,1600,1067,ELIGIBLE,KEEP_IMAGE,IN_DOMAIN_ANNOTATED_SOURCE_IMAGE,PHASE_5A_CANONICAL_SNAPSHOT,9,9,false,singleton-7aLiOz0V7KPglydbD5H7
7fuygdEv6dS4UyQgImYj,photo-1586528116022-aeda1613c63d.jpg,1600,1067,ELIGIBLE,KEEP_IMAGE,IN_DOMAIN_ANNOTATED_SOURCE_IMAGE,PHASE_5A_CANONICAL_SNAPSHOT,6,6,false,singleton-7fuygdEv6dS4UyQgImYj
84V2JE8FINqroFaJRHRL,photo-1607134542077-a12b0c8e1b94.jpg,1600,2400,ELIGIBLE,KEEP_IMAGE,IN_DOMAIN_ANNOTATED_SOURCE_IMAGE,PHASE_5A_CANONICAL_SNAPSHOT,4,4,false,singleton-84V2JE8FINqroFaJRHRL
88HbrJU619doTzltW6lx,premium_photo-1661369539084-27dc45c82f15.jpg,1600,1068,ELIGIBLE,KEEP_IMAGE,IN_DOMAIN_ANNOTATED_SOURCE_IMAGE,PHASE_5A_CANONICAL_SNAPSHOT,7,7,false,singleton-88HbrJU619doTzltW6lx
8ClEJ3kbOB1pz5A9tOlh,tu_px_09125_31858860.jpg,1880,1251,ELIGIBLE,KEEP_IMAGE,IN_DOMAIN_ANNOTATED_SOURCE_IMAGE,PHASE_5A_CANONICAL_SNAPSHOT,3,3,false,singleton-8ClEJ3kbOB1pz5A9tOlh
8JoO2wxDSeESnh5SmJpP,photo-1556033773-815b449e2139.jpg,1600,1067,ELIGIBLE,KEEP_IMAGE,IN_DOMAIN_ANNOTATED_SOURCE_IMAGE,PHASE_5A_CANONICAL_SNAPSHOT,9,9,false,singleton-8JoO2wxDSeESnh5SmJpP
8LgvW2srLb751N5SJDxq,px_0017_8487729.jpg,975,1300,ELIGIBLE,KEEP_IMAGE,IN_DOMAIN_ANNOTATED_SOURCE_IMAGE,PHASE_5A_CANONICAL_SNAPSHOT,3,3,false,singleton-8LgvW2srLb751N5SJDxq
8NK1Ihm4MCS1gRXK4WzH,photo-1702284971336-2c39a23f94dd.jpg,1600,978,ELIGIBLE,KEEP_IMAGE,IN_DOMAIN_ANNOTATED_SOURCE_IMAGE,PHASE_5A_CANONICAL_SNAPSHOT,1,1,false,singleton-8NK1Ihm4MCS1gRXK4WzH
8O2JjSJCb1ylJibwosnA,photo-1580810734868-7ea4e9130c01.jpg,1600,2133,ELIGIBLE,KEEP_IMAGE,IN_DOMAIN_ANNOTATED_SOURCE_IMAGE,PHASE_5A_CANONICAL_SNAPSHOT,3,3,false,singleton-8O2JjSJCb1ylJibwosnA
8Ru4Ji0Klp7qaNJNZXqv,photo-1767637421198-82c5612ec5af.jpg,1600,2840,ELIGIBLE,KEEP_IMAGE,IN_DOMAIN_ANNOTATED_SOURCE_IMAGE,PHASE_5A_CANONICAL_SNAPSHOT,6,6,false,singleton-8Ru4Ji0Klp7qaNJNZXqv
8kz63cbCBKbeeiebv7po,photo-1649976390492-324d0c60beed.jpg,1600,2400,ELIGIBLE,KEEP_IMAGE,IN_DOMAIN_ANNOTATED_SOURCE_IMAGE,PHASE_5A_CANONICAL_SNAPSHOT,1,1,false,singleton-8kz63cbCBKbeeiebv7po
9ImTEhfk6VqdMSI01r6x,photo-1743324690186-f73b614bc2c5.jpg,1600,1901,ELIGIBLE,KEEP_IMAGE,IN_DOMAIN_ANNOTATED_SOURCE_IMAGE,PHASE_5A_CANONICAL_SNAPSHOT,1,1,false,singleton-9ImTEhfk6VqdMSI01r6x
9RMi9YBhKa1nLz3ugIma,photo-1593394850229-e9189f069ada.jpg,1600,2400,ELIGIBLE,KEEP_IMAGE,IN_DOMAIN_ANNOTATED_SOURCE_IMAGE,PHASE_5A_CANONICAL_SNAPSHOT,2,2,false,singleton-9RMi9YBhKa1nLz3ugIma
9T2zKDdtXzGyeq44pjGp,photo-1761839258623-e232e15f7ff3.jpg,1600,2400,ELIGIBLE,KEEP_IMAGE,IN_DOMAIN_ANNOTATED_SOURCE_IMAGE,PHASE_5A_CANONICAL_SNAPSHOT,2,2,false,singleton-9T2zKDdtXzGyeq44pjGp
9V8ayqofeUijfaI5tMrr,premium_photo-1681823287444-8637b6c47695.jpg,1600,1065,ELIGIBLE,KEEP_IMAGE,IN_DOMAIN_ANNOTATED_SOURCE_IMAGE,PHASE_5A_CANONICAL_SNAPSHOT,6,6,false,singleton-9V8ayqofeUijfaI5tMrr
9VzteFV9D5SnmZlhQHfL,tu_px_09105_7844013.jpg,1880,1255,ELIGIBLE,KEEP_IMAGE,IN_DOMAIN_ANNOTATED_SOURCE_IMAGE,PHASE_5A_CANONICAL_SNAPSHOT,2,2,false,singleton-9VzteFV9D5SnmZlhQHfL
9b7VLDWDFhy21Ygmz7ss,photo-1770240080339-872269ce435d.jpg,1600,1280,EXCLUDED,EXCLUDE_IMAGE,OUT_OF_DOMAIN_MANUAL_REVIEW,PHASE_4B_HUMAN_AUDIT,0,0,true,
9jEW0aifcZKM5bRlaCWY,pb_0133_2805625.jpg,1280,853,ELIGIBLE,KEEP_IMAGE,IN_DOMAIN_ANNOTATED_SOURCE_IMAGE,PHASE_5A_CANONICAL_SNAPSHOT,2,2,false,singleton-9jEW0aifcZKM5bRlaCWY
9koFugzZozUI9YIfWZk0,photo-1503708928676-1cb796a0891e.jpg,1600,1200,ELIGIBLE,KEEP_IMAGE,NO_OBVIOUS_MISSING_TARGET_LABEL,PHASE_4B_HUMAN_AUDIT,0,0,true,singleton-9koFugzZozUI9YIfWZk0
9uyGbpRuvoK6FWsiIhGx,photo-1605475723782-a93ee7d7e74d.jpg,1600,1067,ELIGIBLE,KEEP_IMAGE,IN_DOMAIN_ANNOTATED_SOURCE_IMAGE,PHASE_5A_CANONICAL_SNAPSHOT,4,4,false,singleton-9uyGbpRuvoK6FWsiIhGx
9xNY90loilCLVSX84iwp,photo-1646227655718-dd721b681d91.jpg,1600,2400,ELIGIBLE,KEEP_IMAGE,IN_DOMAIN_ANNOTATED_SOURCE_IMAGE,PHASE_5A_CANONICAL_SNAPSHOT,2,2,false,singleton-9xNY90loilCLVSX84iwp
A2iSTnVfTHioOl73tkQd,photo-1764243406686-be35e8704b43.jpg,1600,2000,ELIGIBLE,KEEP_IMAGE,IN_DOMAIN_ANNOTATED_SOURCE_IMAGE,PHASE_5A_CANONICAL_SNAPSHOT,4,4,false,singleton-A2iSTnVfTHioOl73tkQd
AIAwqRIKtkrSOj8atqNs,px_0033_8961009.jpg,1880,1253,ELIGIBLE,KEEP_IMAGE,IN_DOMAIN_ANNOTATED_SOURCE_IMAGE,PHASE_5A_CANONICAL_SNAPSHOT,3,3,false,singleton-AIAwqRIKtkrSOj8atqNs
Ai3fqVHdn3cSDpuEaa5l,photo-1776937482510-b794a7d0c267.jpg,1600,1067,ELIGIBLE,KEEP_IMAGE,IN_DOMAIN_ANNOTATED_SOURCE_IMAGE,PHASE_5A_CANONICAL_SNAPSHOT,2,2,false,singleton-Ai3fqVHdn3cSDpuEaa5l
Ais9TUGiL1MJDTRdjVnE,px_0176_12131153.jpg,867,1300,ELIGIBLE,KEEP_IMAGE,IN_DOMAIN_ANNOTATED_SOURCE_IMAGE,PHASE_5A_CANONICAL_SNAPSHOT,1,1,false,singleton-Ais9TUGiL1MJDTRdjVnE
AvvR6iF4C7rqEdb4F2SB,tu_px_09177_4487382.jpg,1880,1253,ELIGIBLE,KEEP_IMAGE,IN_DOMAIN_ANNOTATED_SOURCE_IMAGE,PHASE_5A_CANONICAL_SNAPSHOT,1,1,false,singleton-AvvR6iF4C7rqEdb4F2SB
B28mQjiO7iQrGNpLEnKa,photo-1621905252472-943afaa20e20.jpg,1600,2397,ELIGIBLE,KEEP_IMAGE,IN_DOMAIN_ANNOTATED_SOURCE_IMAGE,PHASE_5A_CANONICAL_SNAPSHOT,2,2,false,singleton-B28mQjiO7iQrGNpLEnKa
B2QiCIntf9RxLHCBKmVy,photo-1633118599122-601a3ebc8699.jpg,1600,2400,ELIGIBLE,KEEP_IMAGE,IN_DOMAIN_ANNOTATED_SOURCE_IMAGE,PHASE_5A_CANONICAL_SNAPSHOT,4,4,false,singleton-B2QiCIntf9RxLHCBKmVy
B2znvjHzOOKJdNuzNnwo,px_0010_34507475.jpg,866,1300,ELIGIBLE,KEEP_IMAGE,IN_DOMAIN_ANNOTATED_SOURCE_IMAGE,PHASE_5A_CANONICAL_SNAPSHOT,3,3,false,singleton-B2znvjHzOOKJdNuzNnwo
B809pvlQ32XXT2akrDG5,photo-1455165814004-1126a7199f9b.jpg,1600,1067,ELIGIBLE,KEEP_IMAGE,IN_DOMAIN_ANNOTATED_SOURCE_IMAGE,PHASE_5A_CANONICAL_SNAPSHOT,2,2,false,singleton-B809pvlQ32XXT2akrDG5
BFG4pp4pV1WkTUQUDVvc,px_0207_15434100.jpg,867,1300,ELIGIBLE,KEEP_IMAGE,IN_DOMAIN_ANNOTATED_SOURCE_IMAGE,PHASE_5A_CANONICAL_SNAPSHOT,2,2,false,singleton-BFG4pp4pV1WkTUQUDVvc
BKQc0VOlqhWGIuqGozuK,px_0187_19188877.jpg,1880,1253,ELIGIBLE,KEEP_IMAGE,IN_DOMAIN_ANNOTATED_SOURCE_IMAGE,PHASE_5A_CANONICAL_SNAPSHOT,1,1,false,singleton-BKQc0VOlqhWGIuqGozuK
BTDhw7BCTG4sfwnaraKa,photo-1556033773-42fa03c00513.jpg,1600,2400,ELIGIBLE,KEEP_IMAGE,IN_DOMAIN_ANNOTATED_SOURCE_IMAGE,PHASE_5A_CANONICAL_SNAPSHOT,2,2,false,singleton-BTDhw7BCTG4sfwnaraKa
BZkvs1U3ZhiNDdJ7EitR,px_0174_8488037.jpg,1733,1300,ELIGIBLE,KEEP_IMAGE,IN_DOMAIN_ANNOTATED_SOURCE_IMAGE,PHASE_5A_CANONICAL_SNAPSHOT,1,1,false,singleton-BZkvs1U3ZhiNDdJ7EitR
BgmyvUGHmaKd9YGpEfYd,px_0048_8853538.jpg,868,1300,ELIGIBLE,KEEP_IMAGE,IN_DOMAIN_ANNOTATED_SOURCE_IMAGE,PHASE_5A_CANONICAL_SNAPSHOT,3,3,false,singleton-BgmyvUGHmaKd9YGpEfYd
BhdMkBrR1P1zUTVq9DaC,un_0019_yOEBsOJwkI4.jpg,1080,608,ELIGIBLE,KEEP_IMAGE,IN_DOMAIN_ANNOTATED_SOURCE_IMAGE,PHASE_5A_CANONICAL_SNAPSHOT,2,2,false,singleton-BhdMkBrR1P1zUTVq9DaC
BqslKEg23m8hmDaQGJMo,px_0177_8487796.jpg,1733,1300,ELIGIBLE,KEEP_IMAGE,IN_DOMAIN_ANNOTATED_SOURCE_IMAGE,PHASE_5A_CANONICAL_SNAPSHOT,4,4,false,singleton-BqslKEg23m8hmDaQGJMo
BwtdnuFIdhZLIWJuO3BZ,photo-1582489852031-9a1ad48ed893.jpg,1600,1067,ELIGIBLE,KEEP_IMAGE,IN_DOMAIN_ANNOTATED_SOURCE_IMAGE,PHASE_5A_CANONICAL_SNAPSHOT,1,1,false,singleton-BwtdnuFIdhZLIWJuO3BZ
CDbWzCeakwV73xXd2qlq,px_0039_8961018.jpg,867,1300,ELIGIBLE,KEEP_IMAGE,IN_DOMAIN_ANNOTATED_SOURCE_IMAGE,PHASE_5A_CANONICAL_SNAPSHOT,6,6,false,singleton-CDbWzCeakwV73xXd2qlq
CF4PPPCAZgulnXoSl3hj,photo-1759922378275-32d7ca8bbcca.jpg,1600,2400,ELIGIBLE,KEEP_IMAGE,IN_DOMAIN_ANNOTATED_SOURCE_IMAGE,PHASE_5A_CANONICAL_SNAPSHOT,6,6,false,singleton-CF4PPPCAZgulnXoSl3hj
CGks86YYT3ldFKEyDmBe,pb_0017_569149.jpg,1280,853,ELIGIBLE,KEEP_IMAGE,IN_DOMAIN_ANNOTATED_SOURCE_IMAGE,PHASE_5A_CANONICAL_SNAPSHOT,1,1,false,singleton-CGks86YYT3ldFKEyDmBe
CM5yr8YHsaaoIdidqtnU,un_0096_e4ippDCPHms.jpg,1080,720,ELIGIBLE,KEEP_IMAGE,IN_DOMAIN_ANNOTATED_SOURCE_IMAGE,PHASE_5A_CANONICAL_SNAPSHOT,2,2,false,singleton-CM5yr8YHsaaoIdidqtnU
