group_id,provisional_split
singleton-7fuygdEv6dS4UyQgImYj,train
singleton-84V2JE8FINqroFaJRHRL,test
singleton-88HbrJU619doTzltW6lx,train
singleton-8ClEJ3kbOB1pz5A9tOlh,train
singleton-8JoO2wxDSeESnh5SmJpP,train
singleton-8LgvW2srLb751N5SJDxq,validation
singleton-8NK1Ihm4MCS1gRXK4WzH,train
singleton-8O2JjSJCb1ylJibwosnA,train
singleton-8Ru4Ji0Klp7qaNJNZXqv,train
singleton-8kz63cbCBKbeeiebv7po,train
singleton-9ImTEhfk6VqdMSI01r6x,train
singleton-9RMi9YBhKa1nLz3ugIma,train
singleton-9T2zKDdtXzGyeq44pjGp,train
singleton-9V8ayqofeUijfaI5tMrr,validation
singleton-9VzteFV9D5SnmZlhQHfL,validation
singleton-9jEW0aifcZKM5bRlaCWY,train
singleton-9koFugzZozUI9YIfWZk0,train
singleton-9uyGbpRuvoK6FWsiIhGx,test
singleton-9xNY90loilCLVSX84iwp,train
singleton-A2iSTnVfTHioOl73tkQd,train
singleton-AIAwqRIKtkrSOj8atqNs,validation
singleton-Ai3fqVHdn3cSDpuEaa5l,train
singleton-Ais9TUGiL1MJDTRdjVnE,train
singleton-AvvR6iF4C7rqEdb4F2SB,train
singleton-B28mQjiO7iQrGNpLEnKa,train
singleton-B2QiCIntf9RxLHCBKmVy,train
singleton-B2znvjHzOOKJdNuzNnwo,train
singleton-B809pvlQ32XXT2akrDG5,test
singleton-BFG4pp4pV1WkTUQUDVvc,train
singleton-BKQc0VOlqhWGIuqGozuK,test
singleton-BTDhw7BCTG4sfwnaraKa,train
singleton-BZkvs1U3ZhiNDdJ7EitR,train
singleton-BgmyvUGHmaKd9YGpEfYd,train
singleton-BhdMkBrR1P1zUTVq9DaC,train
singleton-BqslKEg23m8hmDaQGJMo,validation
singleton-BwtdnuFIdhZLIWJuO3BZ,validation
singleton-CDbWzCeakwV73xXd2qlq,validation
singleton-CF4PPPCAZgulnXoSl3hj,train
singleton-CGks86YYT3ldFKEyDmBe,validation
singleton-CM5yr8YHsaaoIdidqtnU,train
singleton-CSJxc0owYRXzhKLvpTQ9,test
singleton-CVIS4alNHovwaIjoYMxe,train
singleton-Cd1T5uyp8ZPWDdHbg0nr,train
singleton-CoVIro6CIADvOn5LnoQw,train
singleton-D2TlRBeF3Z3XnwTXgwdf,train
singleton-DErEbvqFZXpWqvCNQa9N,train
singleton-DOt8L8n8BNwvRpo1BFy7,train
singleton-DQK6LrJqCXecgKPqH5UV,train
singleton-DRtY5eg2m6BkQJHYfMJy,train
singleton-DY7f9eSSIqF3cejIv59H,test
singleton-DcP4LlxYQwLImU646IZ7,test
singleton-Df656VZ1wmrTjmmkqq3j,train
singleton-DiZN18wef1vuHh6pVvtI,train
singleton-Dl8EqAh6dPQw7Dq34TlH,train
singleton-Dny3q3vJmCFOBIzhGir1,train
singleton-EMcfZIuO2gmvi4krBUxS,train
singleton-EdR5Rau43iqKaPKbjsHM,test
singleton-F75mTbxKUV3DbBpuTvZq,train
singleton-F9BUOPsajE69txpyePoP,train
singleton-FbZqQM7gZbTKYNSbQPNc,train
singleton-Fclex3JhZn6KA5UzhPqs,train
singleton-FdDCioACvsve0FOYsuw2,validation
singleton-FnmvDGwRQ2lAaLFhuOWQ,train
singleton-Foo1oq3oHF7pBhTWKpnL,train
singleton-FxSzogHP5qjTmbBVRQ5K,train
singleton-FyyZcyYXsPHz2XgfCwAs,train
singleton-G4gekWExHFiC5oxkqJg6,train
singleton-G6t1yK9gNn0LIS4hbciD,train
singleton-GAAQsDQ6cH9YB5cJ6aHb,test
singleton-GF2RQ1mpGBJzlTjKoCHR,test
singleton-GI3xss1sRRS18wHohAkx,train
singleton-GKGcxwlCacsz6brHHLRV,train
singleton-Gbgzj50ZzCdiYvoAOmpo,train
singleton-GgFocHO8SbtIBUGEFc8E,train
singleton-GpEW4sBKjwFabVZSUq2b,train
singleton-Gu6rHBgSwUF5mwFa6lfI,train
singleton-H6Qo9zKVlWVMqPD3713Z,train
singleton-HKL8h8X9rHt0XCXlAVNL,train
singleton-HQnZU6tMxbfwgxWzc8mt,train
singleton-HU0eUY9BAn3Cnsxt7y4r,validation
singleton-HY3Mq3OzeaAt6PXtTxKq,validation
singleton-HYb9stwdqDCKBBrTeTLe,validation
singleton-HYomb2CyhaWUoXglExmz,train
singleton-HvvG43BEgtvO5Az8qBX5,test
singleton-HwlufkrcXA9g8e3aNCm5,train
singleton-IGdAVWEbTKrgM8llrZbm,train
singleton-IUKDvF2wZjRXWHNvujtd,train
singleton-IdQmnhilWUB8CW2LFhdD,train
singleton-IdlpHmd45MACc3eXTRqN,train
singleton-IxZ3C1K7vs4I43UcFG63,train
singleton-J1TlMOzR3PfvLVrD3kL2,train
singleton-J3hznbBPysK0tWYT9WUi,train
singleton-J43xY0jaSQexxzdN3Uoe,validation
singleton-J8VVYL7NFqag8Q2h1LdU,test
singleton-JFPLvXzjr38rcbgvCedz,test
singleton-JQnSkF4L5Wmw2aJj0nae,train
singleton-JSKtWAeEIHCqkNcipvGH,validation
singleton-Jn53NESS4TbEWJbuvG70,train
singleton-JtlLc8vU4kkL2Jz7ctjA,train
singleton-K0CnIma3AqzHtRo2VNdu,validation
singleton-KMRRC0uoR29Yq6wEaJrP,validation
singleton-KN9YcUjf4MbiILNfF6d1,train
singleton-KyqVojaz6oaARWVjEAyG,validation
singleton-LECJ0QrWJeyWICbOqamy,train
singleton-LSzsvsjaUz4782epO92M,train
singleton-LUvZ2w5JsB8sHFevCPRy,validation
singleton-LgO9XnFYKArvgSB2viem,train
singleton-LkPWuopeX4IeCkstwBpU,train
singleton-MBuNKaZBdNlilQvSv3zC,train
singleton-MUAB7pAwP5R5mAfVEWsH,train
singleton-Mbgd4Kw22vX5vdWxqfRn,test
singleton-MkxXQ8wmfbTbRbgDBAK1,train
singleton-MqWRDetc1VZN6mHw7iwA,train
singleton-MvvtCo7VlWi4U7eiAk9x,train
singleton-NCdN7Jz3Eoh0ICakh5Cx,train
singleton-NL3zUnIqUyNKhcch1hNK,train
singleton-NSxOF60pUyiloAjZa1zY,train
singleton-Npv1zPbAHshMBBa1mbY4,train
singleton-NtpAqzunm5la8DrZocsj,train
singleton-OQJwjQoYsf1KUgr9G0V8,train
singleton-OnqsKM2CX6FubTfVtaAG,train
singleton-Onxr5fVm9Rf4SRgJSUwU,test
singleton-OugGxvkSv1brFNywY26P,train
singleton-P2bOf45tvhUMqEYK8wqW,train
singleton-P4kyoAALuWE7lYtori2d,train
singleton-P7zAHwjb68yXM9zLAlb1,validation
singleton-P9Jz8sNsaNTHaD6dqhKc,train
singleton-PIo6f9EGJ9nINHXHAGy7,test
singleton-PTpMxjS814v4U28HlRcf,validation
singleton-PqhswFNoQbq1qKOEBp5u,test
singleton-Pto3IbY2BV6RjJJsxw4T,train
singleton-QUQENHzkWEHi5igbSpA1,test
singleton-QVvTSJRWlcfwVnFYCOJ9,validation
singleton-QYjn7wMnjUSLcCSRwwn1,train
singleton-QiKJqc8mjFL8EnIf105y,train
singleton-QmjHa7u0ZQG0cE5HadWX,train
singleton-R32m4IeILycIsDayiufx,train
singleton-RGHYIrvH4ypjKeh0X9jI,test
singleton-RKuAbxAitj0j4NzRD0Px,train
singleton-RL2s7RdAmeNec6fLrJez,validation
singleton-RRlPrUJXfRWGGJ6CeKIL,train
singleton-RdJdZdkvlh1EvYQcyy98,train
singleton-RpNbe3NA9Ewqpz10Tid7,test
singleton-SA6z7RB5PM7Ij8AwZgp1,validation
singleton-SAxTZz7s67P7PHgPiVQD,train
singleton-SJJJI5U15RfnloEUpsCl,train
singleton-SOVx70YdnCwZQTD0yb1N,train
singleton-SPkjTewbo5B0mADZT61m,train
singleton-STq4QNtivjTEw93pnzUf,train
singleton-SkRWCmGhaCswgUNKIAos,train
singleton-SoyYOpTgmlQWlluJOZEE,train
singleton-SpqTKP1HgPTfRMf3kjMw,train
singleton-SurmZufksfn5NllTtjD8,train
singleton-Sx8zzDNF7sd2E0aaDtN8,train
singleton-Sxg7i96XAHXonWrVAV8Q,train
singleton-T6C7HiZwQDa07dlanhBF,train
singleton-TRn9Bx3c2kyqm0x9Suct,train
singleton-TfT34mr30shVLpJdQuu4,train
singleton-TqbtZYtTWiEhg5zB0duU,test
singleton-Tw3kcCGIMX2DmGQevfCR,train
singleton-TypXpPM2GOKRXVcgFCjR,train
singleton-U0AseIcul3Oj2l27WnM8,train
singleton-U1qd4okczSBsE3VT6pzg,train
singleton-U8OKPL7BU1Y2lII5M7Ui,validation
singleton-UCdf01APuQuNPLZxO7Vb,validation
singleton-UUktj1unQEF7oxAAKuge,validation
singleton-UzXLvGMEvzoOvv29dkyY,train
singleton-V2ZGAcXVfLD8h3Nv7zCq,validation
singleton-VBtNhSPdKWG9aB5UwSAp,train
singleton-VKyk8uoMs024kVF0SQRN,train
singleton-Vtt35PA66TdcCFU5LqWG,train
singleton-VzapfWdPlwdZ5ZjvR9Lz,train
singleton-WDUbla9aKXNSFb1VPo3Y,test
singleton-WK7rSXorlMi85h9asAR3,train
singleton-WeIamb2srt7SBgcfAFq1,train
singleton-WfgDXbNWgS61DtELPPR9,train
singleton-WiRPJkDVQdPSvkqMW8Rh,train
singleton-WizgfRCkmeL3P8qusBOI,train
singleton-WmrVhZUFxNgrZvYUWnIJ,train
singleton-WrxzGNad1ocUQmr32npK,train
singleton-Wv9gMcKNBNTvFlSRuZe3,train
singleton-WvGmeXrUqULTXbaSGJgZ,train
singleton-Wxlj5YOPuTXsUopMH7bg,train
singleton-WzTgGIeyuH1B3BYfY7tf,train
singleton-X5ZA7xQ8Kzl1xm0xBcdd,validation
singleton-X8B97hWGbmozigS9fEf4,train
singleton-XJ12x7QMBoWQ5JDrvK1E,validation
singleton-XQUau6Bs9iWpTYrXHtq0,test
singleton-XR2eyVIj5HC0jcNt3TaF,validation
singleton-XakHn7NQJzcdCBMuA4V1,train
singleton-XglPXJS02oKjbtcYMeG1,train
singleton-XvqBrAuKPXCrvqEIjBai,train
singleton-Y1meTyz9qAlTOKqcMF21,train
singleton-Y8Qx4RUxXlcq5dm2gx4n,validation
singleton-YEZrZA7GrbvlyKBA7z5q,train
singleton-YUsaUSUsoTg1Dhf5PVRS,train
singleton-Ye8ccAU3zvBw2RWzUr4w,test
singleton-Yus4GG8O9bfML35pe2Xg,train
singleton-ZBOFTpRZenVU4pLo2qvs,train
singleton-ZC5U6cHpgTUpFTtOQWiW,train
singleton-ZSEtO1xi7ojj6XTirEb1,train
singleton-ZtkHwixUGYxprWRUjVfK,train
singleton-ZyE71IGsDLI6OG9aIUwV,train
singleton-aEsSiryCIhDl2uLhyYVc,train
singleton-aY9eNC7XGXN7yzM04BIy,validation
singleton-ahfMFVQYlwiC5qDCiYTe,validation
singleton-ajCO2t9BGFENy5GElzHf,train
singleton-ajcbQPBpsaCua5ocPPgp,train
singleton-arsAD5W3OM2LZE59FvZO,test
singleton-bQfpZl7W2IH4XyIddjOY,train
singleton-bQh3X6QEPcT50H0QeLPP,train
singleton-bya4T8yTfPXtyN71EGq6,validation
singleton-cR6jQqnXlXEih0YeParx,validation
singleton-cYheOItaMXJ9X72dU5u4,validation
singleton-d1LRdQbKYoIKVWX76Mj1,train
singleton-dOdZyD1R1kVyKKu9TD1D,validation
singleton-dV0CbyCSJtXWWMuNiUBb,train
singleton-dVaKcGZ9EJmsN6TEqTdZ,validation
singleton-dYU1JnyrMTQu4U60pGK9,test
singleton-dcveFfgBcxZdfrcwfGt2,train
singleton-dkDUAa5JcRqtBp6op5UD,validation
singleton-dwz8H6tUE91TOzWAqabt,train
singleton-eAKrlJVl2YEdaogp9yez,train
singleton-eK6ftnVVMa7WC57HMKWj,train
singleton-eZW0CBCWqoYoxqYPQphx,train
singleton-euCQjjUlEThJqziS0g9T,train
singleton-f0Z2QQcy1PolmwGQXPzx,test
singleton-f1CUR1R0AXa8BF8OuBa2,train
singleton-f9lN7loqzgrkrUl5cotk,train
singleton-fACVNCxfZ1UpWLOyW5Un,validation
singleton-fCguAs4b5u4OAThWLpsh,validation
singleton-fLAAu4V914vaOBpzi2jz,train
singleton-fUSboNBF7gsWxFhJcana,train
singleton-fVfuf7cWPnRyw4D9x1vo,test
singleton-fZbJypRfWdeUfPmPJbv2,validation
singleton-feq9UuxoWtVRBPUnMr4G,test
singleton-fh9ZLK61WWobTGZsxZtb,train
singleton-fl9aZo56CB47TAGghJlT,train
singleton-fttALlrksUCBwd1P1uxT,train
singleton-g1wRtvNq6gOrnSakm4aj,train
singleton-gNPDrOkY5ncvCstpk8Ir,train
singleton-gPFGULsXJIadGfSxA0ZC,train
singleton-gYn6rlfE3jNZF4ue6QGT,test
singleton-glS8kOIkWw2z5g9Jf0YI,train
singleton-gtQyCqdKvXk2yIeURzCw,validation
singleton-guTxd6qoSMleRrrzuudX,train
singleton-gwAoT5NhaRgUOaU5OHpI,train
singleton-hKVfPWLhNq2uN8d3SJs1,test
singleton-hRBalleqqyG7t2msbEJX,train
singleton-hn0aQnTlX2RCubxvozTD,test
singleton-hsfBHYazMXnS3WJlQzR7,train
singleton-iJ4dUZWQCFaMhFRpxFFB,validation
singleton-iYDeCo5SbjJugwsbVESB,test
singleton-iaiWnIvvT5pVlhb0dKOl,train
singleton-ifby7cAiqu9ONl1N8bBb,train
singleton-imjwATL2GrVSVnpZbh6h,train
singleton-inWNXCMjoiZbYJ8VZYuO,validation
singleton-iubfYkjY0FQevxBHrSDF,train
singleton-j62kdLyGTgOcZr6cFg4l,test
singleton-jB6vHTpd3bg6PYMbkqIa,test
singleton-jDwIXNJBgF475XoAE6vp,train
singleton-jMjBquUFO7RKmJoREtKf,validation
singleton-jZRJXWZrSuoa2xxRDSQL,test
singleton-k5KncB0t5cKDlnJjjD7R,train
singleton-k9xkkgvQEhZ5r4UBzBLi,train
singleton-kTH5lgBkMr7IPrRdEdsH,train
singleton-kd9SJdeJNaqWF3otEono,train
singleton-keYyPpX3glyxtyVpJW0h,test
singleton-kfY9GYBFnMHnsmXlT7Pk,train
singleton-krq8FSSwp3IHgm9N0pao,train
singleton-kusZ7rL0IJdPP025Z3VL,validation
singleton-l3CKxvrKhNSJ5s7EZGYx,validation
singleton-l6p3b5329wOTIlDWrxKz,train
singleton-l9Dl2hgmgUUntj7KnCDr,train
singleton-lHkj3xNmUL3G67dHG1Zr,validation
singleton-lSb8IK6pm0WEKyASISFH,train
singleton-lgBtELsXF4mmvJVuTAhW,train
singleton-ljmzAWSjDGWvNtmeIhi5,test
singleton-m2cPIgGRcvybNcEUB6QU,train
singleton-mGpEymQ65D2CMZ9cGGfq,validation
singleton-me3L0EvJNoTCq7JgLKP6,train
singleton-mlodMvChxLj1pS9RDfqi,train
singleton-mp5LAcrQy7CC3sruY2wU,validation
singleton-mzi1EX980oEaKVVulnGv,train
singleton-n3HmiRWyY5MKTrr6Vrd3,train
singleton-nQrqR72SD3sC9Hms1O9U,train
singleton-nTcgBq8KIfwkvtofPfOw,train
singleton-nXwfWz2We6dOnsyzeEno,train
singleton-naWKv1VFkDVnpPnS59Bf,train
singleton-niY7CVigYcNQ0OdTBcor,train
singleton-o0SiQwUZ5uRlCXASCtiR,train
singleton-oC3kPMC7WbZm0vaMoq09,validation
singleton-oJppm5xk3UqypLwM3EiO,train
singleton-oL1x933NyN6wiKXhxOob,test
singleton-oNY9i1I2LbSYd4Zq924U,train
singleton-oTvvPXX0GF2JCGezEtXJ,train
singleton-ojwkuYxr8Yg4pw09PSCT,train
singleton-p0WuKqx9EeARevPPWyRq,train
singleton-p96kP7xmkvs84TmnINFt,train
singleton-pE6UkMMWzcDOy86QHSoC,train
singleton-pIzGCRRLnf8bfGnx48Ka,train
singleton-pMftFzW2M3bmHHBJOTG2,train
singleton-pb3x906Z3qhaYLgBVWrb,train
singleton-prVjNgHS0pAKIQUelidW,test
singleton-pwZkhgJcda4HLCsziTh1,train
singleton-q2wyXKnABjAqqL0mLiG7,test
singleton-q96gkRtLhrZTtKhFqiQU,train
singleton-qEBVz8CKiWp4KmTFLCBu,train
singleton-ql4CBoTCV3vDAYdQsYAA,train
singleton-qm0fl8ee3HpSLSCrrqDG,test
singleton-qpGvhFrN8YelHx1yTsM9,train
singleton-qrutbsVFIvplPnd3QSpO,train
singleton-qx08jrWTs2SMpvKiaAT7,train
singleton-r3HWnAoRdj2C2qeAdFkr,train
singleton-r3UicRnZtAlek7LbZebm,train
singleton-r4BbR2gJ7CPp1ObMrFIz,test
singleton-rE8YybvIjJNdTtORaoUg,validation
singleton-rGmTI5PGRqRSwShjd9Ud,train
singleton-rH8exgws1DxUXM1Sl2EC,test
singleton-rTdiLvt8dIscf2PQBU1j,validation
singleton-rYhDjwrXPlmdX7ft3uh3,validation
singleton-reY8VQLEFB5lzBT6SyIc,train
singleton-rgmMTV7vKJ6wlhm6IioB,train
singleton-rpdoJYbURHUkBIZtjRyx,train
singleton-s9ircNOjL3KJuH5uqnhY,train
singleton-sCBw5cHMoREKazVjQfkj,test
singleton-sRXEOujQOUMfRHzPXYsE,test
singleton-sSsfNfmuKklWQnB6wgFb,train
singleton-sl5odNB8YRmCtgwWD7pE,train
singleton-szhdyw6JE1HhJo9ILihS,train
singleton-szjOIXL0vHTzXnHCk2QD,train
singleton-t3Bt4eQVavoJA4eXFvEO,train
singleton-t92NygAuu8S9QMcR2Neh,train
singleton-tAHPTKhPWsGlGkTWoapB,train
singleton-tgYP65AdeQ00p58sCuL0,train
singleton-tqzQPhC5wHy3xDwCdFuo,test
singleton-u4uGaDsy2tThEpOEs5TM,train
singleton-uZZkiFjkPxvryVuQh0S0,train
singleton-v1m3svUyUjC30E9pB92L,test
singleton-vYEZdbnXgIU3r7Aa4AWT,validation
singleton-va1h7fuyzlYl8u8358Qx,train
singleton-vh2ww5CJ1DQeofRTmQMg,train
singleton-vhz25WpcjcQ6mGS8YP5I,test
singleton-vltD7ae0puVQgcj8VjlZ,train
singleton-vz16uUIqOlsdLgROccQ3,test
singleton-wFFDRQDkZr4rERlpbwFV,train
singleton-wS4knG95ig6T2ZEozbZe,train
singleton-wYXa9TLh0h7ZFuKLZ9KA,train
singleton-wfDgURKw6U5nt33bmej0,test
singleton-wpbZJyURzZHruvXGMRtd,train
singleton-x9uzQ6SwddanWcvV1McI,train
singleton-xCsoN8tQQsB259iyGJJD,test
singleton-xEWKVpjbfnBH9kQEaUbB,train
singleton-xibnPIqURhNVJI3zP0bz,validation
singleton-xnxssvkuDMAznbmlK9z8,test
singleton-y3fseRK4akRrTNtrmPfb,test
singleton-yE5PdkrjifxbV7QoD5xc,train
singleton-ySDlICqH087yeYmYSVbI,train
singleton-yeO7WH7v2BmSeIvpsQxr,train
singleton-ywH2LFvRJto6sV68hk5v,train
singleton-yyV4SbiMGeqs0hjR2Nmk,train
singleton-zIjMWx3EGNSbPhJ6eyDE,train
singleton-zs9Fbr1mSnefWqSSmWcg,test
